Fasta headers,P,P,P,PhAc,PhAc,PhAc,DBP,DBP,DBP,DEHP,DEHP,DEHP,ATBC,ATBC,ATBC
BDBJPGFE_01123 4-hydroxy-tetrahydrodipicolinate synthase,-18.57974,-19.55405,-18.87658,-10.73448,-10.21163,-10.60198,-11.25307,-11.39539,-11.05163,-16.19256,-16.70518,-16.06844,-15.35437,-11.51846,-14.90018
BDBJPGFE_01124 Outer membrane protein assembly factor BamC,-18.99762,-15.35224,-20.64922,-12.20131,-12.2194,-11.77514,-11.63682,-12.28874,-13.12923,-15.88804,-17.34831,-16.07793,-14.90504,-15.04053,-14.90826
BDBJPGFE_01125 Phosphoribosylaminoimidazole-succinocarboxamide synthase,-18.52575,-15.24908,-15.79923,-13.04452,-12.54663,-11.96392,-11.92987,-11.797,-11.93691,-16.39165,-16.43654,-15.01813,-14.26955,-14.3779,-14.47095
BDBJPGFE_01128 Nicotinate-nucleotide pyrophosphorylase [carboxylating],-19.10218,-19.77489,-18.75136,-13.30229,-13.12872,-12.94311,-14.58708,-13.21,-15.863,-15.76571,-16.68389,-17.00051,-15.39484,-15.05075,-14.56235
BDBJPGFE_01130 Pyruvate dehydrogenase E1 component,-15.91788,-15.01766,-16.27077,-10.64538,-10.98085,-12.01793,-11.68464,-11.59714,-11.59184,-15.91485,-14.63007,-15.79821,-15.33341,-14.53065,-15.78743
BDBJPGFE_01131 Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,-19.16841,-18.02206,-17.45791,-13.42414,-14.02552,-13.65957,-14.81504,-16.02906,-16.61004,-16.35101,-17.05648,-17.31392,-15.67733,-14.24978,-15.8333
BDBJPGFE_01132 Adenylate kinase,-19.34142,-19.30909,-16.45642,-15.96284,-17.16272,-15.92317,-12.03693,-11.74178,-12.64372,-15.46898,-16.4518,-15.57021,-14.88175,-15.60402,-15.68417
BDBJPGFE_01138 Acetyl-coenzyme A synthetase,-14.7151,-14.33571,-14.41662,-10.14737,-10.06325,-11.29468,-8.435325,-8.709717,-9.369628,-12.3645,-12.11415,-11.9895,-12.40701,-12.2004,-12.61464
BDBJPGFE_01164 hypothetical protein,-20.13803,-19.57769,-19.91502,-12.81128,-16.07969,-16.02229,-11.92256,-11.58512,-12.1875,-16.29725,-16.06321,-14.69315,-15.3836,-14.00363,-13.73475
BDBJPGFE_01206 Pyruvate kinase II,-16.7475,-16.9155,-16.49828,-12.46172,-11.43472,-11.56097,-12.59646,-12.7861,-13.06064,-15.29936,-17.95793,-15.69536,-15.90994,-14.75244,-14.34141
BDBJPGFE_01213 hypothetical protein,-15.5782,-18.85222,-15.29184,-11.52968,-10.35129,-9.758681,-13.80913,-15.34524,-12.08518,-12.15401,-11.90187,-11.86698,-11.04733,-11.57232,-14.46684
BDBJPGFE_01215 Fructose dehydrogenase large subunit,-19.03233,-19.86107,-16.58651,-13.26663,-13.75199,-13.43512,-15.6087,-15.88632,-15.28529,-16.85583,-17.32281,-16.18977,-15.09452,-15.8463,-15.46588
BDBJPGFE_01225 C4-dicarboxylate-binding periplasmic protein DctP,-9.148733,-9.588281,-9.755363,-9.350817,-8.431355,-8.645276,-7.407365,-7.505077,-7.737447,-9.571455,-9.628343,-9.769672,-9.074535,-9.273149,-8.848615
BDBJPGFE_01229 hypothetical protein,-6.019637,-7.088973,-7.281393,-5.409776,-4.985536,-5.136406,-5.759833,-5.87273,-6.228326,-7.388256,-7.565735,-7.846297,-7.335292,-7.458258,-7.399187
BDBJPGFE_01238 Long-chain-aldehyde dehydrogenase,-11.38211,-11.26277,-11.36001,-8.019456,-8.000942,-8.635083,-5.637755,-5.740502,-6.242599,-8.207822,-8.525187,-8.113639,-8.665588,-7.686273,-7.788709
BDBJPGFE_01239 Alcohol dehydrogenase,-12.45648,-12.22702,-12.43336,-11.03028,-10.07267,-10.11553,-7.334575,-7.552616,-7.762266,-8.842392,-9.087686,-8.699719,-8.701949,-8.144105,-8.682196
BDBJPGFE_01245 hypothetical protein,-11.97444,-12.97214,-13.20165,-11.13123,-9.873249,-10.09426,-11.37002,-10.99962,-11.22877,-12.40566,-16.55226,-15.1791,-12.75669,-14.58133,-15.09017
BDBJPGFE_01259 Haloacetate dehalogenase H-1,-19.72647,-20.35164,-18.19191,-13.02744,-13.12142,-12.4873,-15.95739,-16.37433,-15.39718,-15.8393,-15.00457,-16.22529,-16.47818,-16.69652,-14.08326
BDBJPGFE_01262 Ribosomal protein S12 methylthiotransferase accessory factor YcaO,-18.34157,-17.4019,-17.18655,-15.75245,-15.58646,-14.84846,-14.86975,-14.50631,-14.57282,-16.07144,-16.63151,-16.14821,-15.17868,-14.77373,-16.97225
BDBJPGFE_01272 Ectoine hydrolase,-18.20662,-19.48186,-19.94475,-12.39078,-12.69636,-12.37774,-14.22094,-14.17662,-14.15293,-17.26501,-16.58824,-15.17519,-16.00917,-15.14399,-15.48664
"BDBJPGFE_01273 N-alpha-acetyl-L-2,4-diaminobutyric acid deacetylase",-19.68525,-19.20921,-18.3573,-11.89373,-11.21334,-10.64455,-11.92089,-11.8068,-12.23103,-14.55199,-16.04056,-16.85559,-15.39552,-14.30768,-15.24126
BDBJPGFE_01275 Succinate-semialdehyde dehydrogenase [NADP(+)] GabD,-18.20265,-18.14006,-20.07071,-15.8969,-15.5393,-16.29242,-14.85936,-15.23056,-15.42071,-15.93462,-16.30209,-15.80952,-14.394,-14.83258,-15.29253
BDBJPGFE_01276 Putrescine--pyruvate aminotransferase,-18.5777,-18.45647,-15.73794,-12.85883,-13.30223,-13.3439,-13.62115,-13.7267,-15.04769,-16.07784,-15.74302,-15.65579,-15.2659,-14.67763,-12.26064
BDBJPGFE_01284 Alkyl hydroperoxide reductase C,-13.93225,-14.4394,-14.65076,-12.95376,-12.25664,-12.93826,-12.89179,-12.13623,-12.18899,-16.85323,-15.85894,-15.23505,-16.02376,-14.58359,-14.80311
BDBJPGFE_01290 Homoisocitrate dehydrogenase,-19.1506,-20.14179,-19.05058,-11.09747,-10.84162,-11.03868,-9.974117,-10.21239,-10.21873,-13.09956,-11.36084,-15.66299,-15.57871,-14.80211,-14.72816
BDBJPGFE_01312 Murein hydrolase activator NlpD,-13.99146,-13.88513,-14.35828,-12.41191,-11.86866,-12.29095,-12.08145,-12.0841,-11.83001,-11.81925,-12.05232,-14.06576,-14.369,-14.95136,-16.01602
BDBJPGFE_01334 Thiol peroxidase,-19.83162,-18.98311,-16.5572,-15.57014,-14.86281,-14.55066,-10.90553,-10.56831,-12.98378,-15.33291,-15.55167,-16.67487,-15.59343,-15.54686,-15.40038
BDBJPGFE_01342 Serine-pyruvate aminotransferase,-15.77021,-16.10082,-16.01908,-15.08019,-15.72304,-15.30833,-11.79402,-12.0659,-12.50191,-16.63307,-12.08544,-15.22011,-16.2048,-12.48101,-11.34587
BDBJPGFE_01347 Purine nucleoside phosphorylase DeoD-type,-18.72204,-19.91966,-19.99083,-10.89563,-9.988669,-9.839201,-11.4804,-11.17961,-11.95361,-16.05981,-17.1877,-14.24107,-15.44928,-15.09214,-14.78691
BDBJPGFE_01348 Phosphopentomutase,-19.49092,-19.22595,-18.56367,-11.29169,-12.3283,-11.28597,-11.60013,-11.46505,-11.21746,-15.40475,-17.43389,-13.62532,-13.4667,-14.86545,-15.96887
BDBJPGFE_01349 Thymidine phosphorylase,-14.97337,-14.97234,-14.23911,-10.23381,-10.38918,-9.925404,-10.57256,-10.84957,-11.42382,-15.51683,-15.6944,-15.25321,-15.71642,-15.88137,-15.09451
BDBJPGFE_01350 Deoxyribose-phosphate aldolase,-19.63778,-18.45334,-18.73443,-14.79353,-14.71229,-15.43274,-14.85386,-14.35171,-14.59521,-16.97104,-15.94446,-15.87653,-16.89212,-15.8171,-15.18411
BDBJPGFE_01367 Alcohol dehydrogenase,-15.80484,-15.35096,-16.14437,-13.94523,-13.27609,-14.11696,-15.76753,-16.89268,-16.11517,-16.57796,-17.15633,-13.27857,-14.15494,-15.04666,-15.0819
BDBJPGFE_01383 NADH-specific methylglyoxal reductase,-16.84048,-17.82767,-19.48526,-14.2254,-13.12255,-13.87596,-15.86102,-15.73078,-16.23169,-15.80289,-15.01576,-15.35213,-15.64587,-14.69924,-16.76879
BDBJPGFE_01409 Ketol-acid reductoisomerase (NADP(+)),-13.74334,-13.02427,-14.10138,-10.65995,-10.88868,-10.90173,-8.80602,-9.212511,-9.5629,-11.03654,-11.28578,-11.21746,-11.25813,-10.83859,-10.76836
BDBJPGFE_01446 Glucans biosynthesis protein G,-19.59714,-18.77193,-21.66133,-14.48716,-14.31212,-14.49164,-15.48601,-15.22793,-15.16725,-17.16247,-15.85845,-16.07338,-16.74011,-14.41177,-15.25086
BDBJPGFE_01455 3-methylmercaptopropionyl-CoA dehydrogenase,-19.58362,-18.97163,-18.99463,-15.86299,-15.38762,-15.37986,-13.22756,-13.48846,-13.50887,-15.78159,-14.73604,-15.70015,-15.91172,-15.59531,-15.28635
BDBJPGFE_01456 Long-chain-fatty-acid--CoA ligase,-19.65318,-19.9886,-18.11126,-16.05178,-15.26619,-15.3359,-13.98927,-13.85799,-14.71889,-15.74868,-17.48081,-12.9173,-15.56198,-13.03121,-15.27384
BDBJPGFE_01457 3-hydroxybutyryl-CoA dehydrogenase,-18.90115,-18.1268,-18.87418,-11.03724,-10.23162,-10.30627,-11.42141,-11.39119,-12.50297,-16.04205,-17.31992,-17.20052,-15.64809,-14.73879,-15.28278
BDBJPGFE_01458 Short-chain-enoyl-CoA hydratase,-17.63232,-17.64371,-17.30758,-9.273544,-7.934715,-7.999253,-10.33054,-9.713408,-10.3667,-13.67234,-16.59796,-13.25485,-11.74404,-12.75547,-12.17956
BDBJPGFE_01461 putative protein YaeQ,-20.91474,-18.87531,-20.23093,-16.23929,-14.36669,-13.95909,-14.59872,-13.84153,-14.10439,-15.66228,-16.47234,-16.66398,-14.57629,-15.90675,-15.81207
BDBJPGFE_01469 Solute-binding protein,-12.94514,-14.50927,-20.33201,-12.5884,-12.34755,-12.62366,-11.10171,-11.71972,-11.42212,-13.74021,-13.44504,-16.34608,-12.75256,-15.24913,-14.42534
BDBJPGFE_01476 Peroxiredoxin OsmC,-20.61284,-19.00067,-20.71276,-12.76446,-12.41765,-12.37783,-12.73322,-11.05568,-12.42623,-12.32831,-12.56158,-11.78256,-16.29045,-11.53377,-12.20873
BDBJPGFE_01484 Erythritol/L-threitol-binding protein,-18.94358,-18.56138,-19.21652,-10.61131,-10.77779,-10.46584,-11.57757,-11.32444,-11.65371,-16.64189,-17.26463,-15.28096,-15.16308,-10.87823,-10.632
BDBJPGFE_01493 Transaldolase B,-15.59778,-15.34305,-15.79511,-9.800672,-9.534525,-9.325847,-10.39264,-10.43615,-9.873678,-12.36264,-13.09614,-13.09154,-15.48346,-11.1587,-13.75904
BDBJPGFE_01500 Outer membrane protein TolC,-15.79147,-15.60659,-16.3071,-13.98262,-14.42108,-15.6217,-14.49283,-14.41401,-13.97239,-16.15079,-17.13985,-17.06834,-13.82013,-15.67392,-14.98641
BDBJPGFE_01507 Catalase,-19.18059,-18.42668,-19.25866,-9.441941,-9.571232,-9.2651,-11.18858,-11.35135,-11.33417,-16.25052,-16.23349,-15.89247,-13.45365,-13.18938,-13.30751
BDBJPGFE_01512 Glutamate--tRNA ligase,-18.16149,-19.36474,-20.4144,-13.13803,-12.7162,-13.45237,-12.64621,-12.96962,-13.14511,-15.48633,-16.07982,-14.81368,-15.16174,-14.91641,-15.88722
BDBJPGFE_01515 Citrate synthase,-13.33317,-13.45163,-14.03615,-8.699686,-9.169959,-9.188733,-9.551743,-8.950271,-9.985663,-10.83921,-10.92976,-11.68672,-14.61284,-11.24949,-14.54063
BDBJPGFE_01518 Succinate dehydrogenase flavoprotein subunit,-17.50954,-16.63285,-18.90617,-13.81715,-13.90689,-14.49996,-13.18107,-13.40282,-13.47714,-14.63189,-16.49506,-13.10364,-13.95574,-13.8509,-13.48336
BDBJPGFE_01520 2-oxoglutarate dehydrogenase E1 component,-19.99146,-19.55031,-18.60788,-13.63061,-12.62084,-14.57554,-12.0392,-12.77133,-12.79325,-14.03325,-14.15289,-13.51436,-15.55849,-12.72867,-12.91993
BDBJPGFE_01521 Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,-15.09578,-15.62816,-15.31226,-13.14424,-12.7702,-13.10401,-13.83568,-14.11771,-13.92521,-13.72856,-14.65187,-13.88117,-13.79654,-13.88498,-14.63878
BDBJPGFE_01522 Dihydrolipoyl dehydrogenase,-12.06062,-12.05645,-11.75388,-5.991772,-6.445442,-6.052873,-8.224114,-8.290647,-8.638987,-9.396705,-9.780986,-9.385477,-9.107732,-8.902307,-8.700923
BDBJPGFE_01523 Succinate--CoA ligase [ADP-forming] subunit beta,-11.14687,-11.20212,-10.99298,-10.29578,-9.958928,-10.27456,-7.800172,-7.606726,-7.758307,-9.02568,-9.398401,-9.131877,-8.934628,-8.442762,-8.375002
BDBJPGFE_01524 Succinate--CoA ligase [ADP-forming] subunit alpha,-13.77556,-13.11499,-12.87536,-11.46786,-11.43818,-12.07092,-13.05369,-10.58068,-12.24336,-12.82577,-12.52484,-12.41882,-15.05708,-14.95496,-15.00524
BDBJPGFE_01537 hypothetical protein,-10.47133,-10.59437,-11.12232,-14.84063,-14.93226,-15.72584,-13.62792,-13.30047,-13.05726,-12.47609,-14.91761,-16.65065,-15.88329,-16.28997,-15.04547
BDBJPGFE_01540 putative sugar-binding periplasmic protein,-12.94197,-14.6186,-17.80303,-9.650343,-9.914826,-11.60261,-12.48061,-12.07558,-11.78489,-15.86864,-16.03229,-16.7054,-13.355,-12.49226,-15.18676
BDBJPGFE_01561 Outer membrane lipoprotein SlyB,-10.43215,-10.56024,-10.82076,-10.97749,-9.952144,-10.34269,-9.670306,-9.681562,-10.20889,-10.70064,-10.43772,-10.72507,-9.670417,-9.984219,-9.445388
BDBJPGFE_01562 Isocitrate lyase,-13.41388,-13.36063,-13.49961,-15.14213,-15.41754,-15.81729,-7.596857,-7.736135,-8.061702,-10.45816,-10.66795,-9.250945,-9.424757,-9.729054,-10.02577
BDBJPGFE_01564 50S ribosomal protein L16 3-hydroxylase,-18.85761,-21.26632,-21.98,-10.52748,-10.87775,-10.5466,-11.26192,-11.15667,-10.57468,-10.82677,-16.5635,-11.51598,-13.62145,-14.72933,-14.99541
BDBJPGFE_01565 Adenylosuccinate lyase,-18.41215,-14.41872,-14.34353,-11.4195,-11.11289,-12.25558,-10.98678,-11.69892,-11.83727,-16.24902,-15.96046,-17.11432,-15.07629,-15.95574,-16.14831
BDBJPGFE_01570 Isocitrate dehydrogenase [NADP],-13.2734,-13.89599,-12.93832,-14.77863,-16.23829,-15.69483,-9.165575,-9.43723,-9.637161,-13.46315,-14.17505,-15.73575,-15.66141,-14.15958,-15.05136
BDBJPGFE_01573 Translation initiation factor IF-1,-18.84783,-20.88417,-20.89303,-15.40141,-10.89828,-11.01749,-11.49288,-11.58394,-12.49192,-17.42381,-16.6523,-15.75832,-15.10881,-15.69666,-16.51669
BDBJPGFE_01582 NAD-specific glutamate dehydrogenase,-18.61667,-18.76427,-19.40127,-12.53236,-11.55986,-12.63628,-12.60785,-13.71573,-13.99845,-15.23421,-15.87247,-15.80731,-16.36132,-15.67141,-14.40108
BDBJPGFE_01590 Glutamate-pyruvate aminotransferase AlaA,-20.37241,-17.02924,-17.96699,-15.94512,-14.90314,-14.81334,-12.71602,-13.0382,-14.08574,-15.21155,-16.65823,-16.47137,-15.49791,-15.46187,-15.78494
BDBJPGFE_01611 hypothetical protein,-16.87977,-15.59453,-16.39548,-17.06647,-16.02857,-15.64273,-16.56383,-16.33381,-16.55116,-16.90079,-15.52489,-15.72998,-15.41387,-15.68449,-15.42598
BDBJPGFE_01636 Sialic acid-binding periplasmic protein SiaP,-12.94377,-13.34697,-14.15371,-12.22081,-10.96315,-11.32356,-12.18448,-12.14997,-12.20188,-16.61392,-16.6434,-16.28521,-14.65592,-14.67206,-14.53706
BDBJPGFE_01642 Solute-binding protein,-12.94931,-13.82472,-13.95547,-11.54999,-11.29571,-12.19727,-12.5176,-11.74784,-12.48244,-17.04462,-15.43151,-15.28654,-11.42759,-15.57181,-15.86655
BDBJPGFE_01658 Glyoxylate/hydroxypyruvate reductase B,-20.25183,-17.88578,-19.44892,-12.05982,-12.83129,-12.38851,-13.31382,-12.54733,-12.81882,-16.1197,-15.65538,-16.68686,-14.46741,-16.47384,-13.85076
BDBJPGFE_01666 Ureidoglycolate lyase,-17.32372,-19.43678,-19.45076,-11.56699,-9.848299,-10.18163,-11.42189,-10.61867,-10.45126,-12.98953,-17.97686,-12.61169,-13.87272,-14.36984,-15.58363
BDBJPGFE_01676 Tungstate-binding protein TupA,-9.2918,-10.1016,-10.26239,-9.08789,-8.263834,-8.046229,-8.534437,-8.310332,-8.385385,-9.385797,-9.26293,-9.742642,-8.440216,-9.236726,-9.068105
BDBJPGFE_01680 putative protein,-18.60271,-20.55877,-18.61517,-14.41083,-12.08406,-11.95758,-12.71976,-12.74679,-12.32671,-15.77013,-17.00332,-15.99224,-15.59757,-15.45188,-14.79738
BDBJPGFE_01685 Glucose-6-phosphate isomerase,-18.05995,-17.22716,-18.93706,-15.44128,-14.16697,-15.49345,-13.64147,-13.3444,-13.43362,-15.94171,-16.97856,-16.76583,-16.27998,-14.88709,-14.38553
BDBJPGFE_01697 2-isopropylmalate synthase,-18.226,-18.25531,-20.43966,-14.91819,-15.47141,-16.88042,-13.89005,-14.23843,-14.54227,-16.65862,-16.81029,-15.93275,-15.63594,-15.67203,-15.1968
BDBJPGFE_01704 Elongation factor P,-21.06886,-19.14209,-20.86286,-16.3624,-11.07383,-11.5391,-10.78171,-10.6453,-10.95813,-16.02555,-17.2215,-16.4545,-14.79831,-15.71527,-15.7431
BDBJPGFE_01713 Lactate-binding periplasmic protein,-15.97573,-15.09405,-15.77005,-16.72985,-15.77338,-15.65757,-15.51579,-15.13416,-16.00953,-16.47187,-16.75506,-17.653,-16.28472,-14.07562,-15.08582
BDBJPGFE_01723 Bifunctional NAD(P)H-hydrate repair enzyme Nnr,-18.01119,-19.53304,-19.52018,-14.41328,-14.92457,-15.22842,-14.63011,-14.66413,-14.73055,-16.29851,-16.82796,-16.54286,-15.29831,-15.29456,-15.40353
BDBJPGFE_01725 N-acetylmuramoyl-L-alanine amidase AmiC,-13.89407,-13.72231,-13.88604,-16.67139,-15.32415,-16.51172,-16.00615,-16.03034,-16.28169,-15.47421,-16.3681,-14.8939,-16.16549,-14.79834,-14.93456
BDBJPGFE_01728 RNA-binding protein Hfq,-17.36737,-16.62975,-18.10781,-10.28097,-9.236707,-9.220355,-9.3478,-8.475312,-9.359801,-10.86647,-16.31488,-15.31342,-14.32629,-15.59969,-16.52668
BDBJPGFE_01732 ATP phosphoribosyltransferase regulatory subunit,-17.61327,-17.75307,-19.04735,-13.34523,-12.64264,-13.60975,-13.76807,-13.19042,-13.16949,-14.18445,-16.81828,-13.78523,-15.47363,-17.28428,-15.6587
BDBJPGFE_01733 Adenylosuccinate synthetase,-15.62421,-15.46385,-14.799,-11.76471,-11.65665,-12.32707,-11.40216,-11.83593,-11.72083,-12.7841,-12.64967,-12.51751,-15.2559,-11.9604,-13.6644
BDBJPGFE_01736 Aminopeptidase N,-18.86271,-19.22374,-19.88636,-12.08927,-12.52782,-12.60128,-12.49082,-12.69003,-12.8243,-17.10873,-16.54591,-16.04757,-15.12992,-14.74205,-15.10044
BDBJPGFE_01739 Cold shock protein ScoF,-11.30601,-12.32535,-12.83041,-14.7384,-9.716857,-10.21556,-9.869239,-9.377247,-9.244512,-11.20887,-16.36987,-18.40646,-15.79117,-15.38773,-16.55183
BDBJPGFE_01743 Chaperone protein HtpG,-17.19113,-17.11969,-16.96631,-15.02001,-16.7014,-16.12309,-15.52314,-15.63617,-14.89677,-17.07673,-16.75237,-14.79127,-15.18305,-15.95877,-15.78218
BDBJPGFE_01746 Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B,-19.3241,-20.37783,-19.25707,-15.6109,-14.98945,-15.03409,-13.04309,-13.17251,-12.71173,-15.33775,-16.31913,-15.83399,-15.92464,-14.9794,-15.29908
BDBJPGFE_01747 Glutamyl-tRNA(Gln) amidotransferase subunit A,-17.25882,-19.50573,-17.81491,-14.96788,-16.07392,-16.09686,-13.44974,-13.63195,-12.9379,-15.38282,-14.84481,-16.70413,-15.78448,-16.33804,-15.05348
BDBJPGFE_01749 Rod shape-determining protein MreB,-16.17806,-15.44588,-16.24529,-14.25856,-16.48623,-16.10184,-11.57016,-11.06858,-12.35376,-12.62688,-13.4049,-15.67208,-15.6919,-15.32583,-14.95447
BDBJPGFE_01771 putative phospholipid-binding protein MlaC,-11.61113,-12.90596,-19.60615,-10.68259,-9.707186,-10.40978,-10.94934,-10.11588,-10.11575,-11.7704,-12.28122,-11.21177,-15.19793,-15.32166,-12.25077
BDBJPGFE_01774 UDP-N-acetylglucosamine 1-carboxyvinyltransferase,-19.80501,-17.61531,-18.18644,-15.6698,-16.81363,-13.89116,-14.19775,-13.60196,-13.98367,-16.91209,-16.89074,-15.20278,-14.25242,-15.99232,-15.35995
BDBJPGFE_01776 Histidinol dehydrogenase,-18.18285,-20.70473,-16.51826,-11.51434,-11.91307,-11.69699,-11.47324,-12.16044,-12.24576,-16.12283,-15.91399,-16.67588,-16.08946,-14.58654,-14.35063
BDBJPGFE_01781 50S ribosomal protein L13,-18.54765,-18.42186,-19.65316,-11.91223,-10.49852,-11.62907,-12.07156,-11.61852,-11.44084,-10.52585,-16.74874,-16.34661,-10.92317,-10.96311,-10.70928
BDBJPGFE_01788 hypothetical protein,-13.06913,-14.12645,-14.15067,-13.22945,-12.36382,-13.19372,-11.18552,-10.49009,-11.03264,-12.63771,-12.27695,-12.35554,-14.49477,-15.18877,-15.2923
BDBJPGFE_01791 Penicillin-binding protein activator LpoA,-19.5749,-18.56165,-14.44022,-12.46157,-12.83039,-12.54274,-11.85287,-12.05192,-11.64547,-12.35383,-12.5679,-12.2085,-12.24368,-14.78088,-14.84899
BDBJPGFE_01802 UDP-N-acetylmuramate--L-alanine ligase,-19.36943,-18.68586,-19.08397,-16.08279,-15.32941,-15.42688,-15.65633,-14.9718,-15.44112,-16.96734,-16.79955,-16.50212,-16.28008,-15.21942,-15.81451
BDBJPGFE_01805 Cell division protein FtsA,-19.383,-19.25095,-20.30098,-15.63101,-15.70436,-15.61927,-14.10479,-14.07955,-15.1799,-14.14764,-13.93312,-13.28962,-15.18695,-14.76233,-16.35209
BDBJPGFE_01806 Cell division protein FtsZ,-15.29408,-15.21615,-15.45304,-14.04325,-13.90524,-14.27295,-13.21125,-12.64536,-13.6737,-13.86245,-15.68874,-16.6521,-15.0531,-15.85798,-15.27969
BDBJPGFE_01810 Protein translocase subunit SecA,-19.93722,-19.56223,-19.50377,-14.79402,-15.39887,-16.38741,-12.23083,-15.13881,-14.28128,-16.43186,-15.97836,-15.59581,-15.71715,-14.44716,-15.08708
BDBJPGFE_01825 Ribonuclease G,-18.12704,-19.45581,-19.16408,-15.77729,-15.39934,-16.52076,-16.41311,-16.19825,-15.40571,-15.33493,-17.30872,-15.50643,-15.2269,-15.52468,-15.45456
BDBJPGFE_01833 Malonyl CoA-acyl carrier protein transacylase,-19.07396,-20.98032,-18.90002,-11.07282,-10.76525,-10.57987,-11.32847,-11.7854,-12.16416,-15.89732,-17.56904,-16.76197,-15.18718,-14.71798,-16.43278
BDBJPGFE_01834 3-oxoacyl-[acyl-carrier-protein] reductase FabG,-18.46938,-18.59196,-18.01659,-12.36491,-11.67734,-11.98133,-12.96734,-12.78005,-12.54075,-16.87919,-16.95324,-12.6316,-14.75795,-11.39355,-15.97056
BDBJPGFE_01836 3-oxoacyl-[acyl-carrier-protein] synthase 2,-18.53938,-18.7443,-19.72258,-12.38831,-12.84773,-12.16146,-12.94641,-13.00005,-12.99136,-15.88558,-17.32118,-16.45417,-14.73642,-15.33099,-15.31866
BDBJPGFE_01848 Electron transfer flavoprotein-ubiquinone oxidoreductase,-19.25847,-21.37209,-17.41818,-14.74722,-14.83026,-14.50205,-17.48016,-17.13265,-16.7984,-17.16516,-16.7499,-15.17609,-16.54474,-15.15244,-16.44201
BDBJPGFE_01850 3-oxoacyl-[acyl-carrier-protein] synthase 1,-17.07906,-15.884,-19.11367,-9.523916,-9.07513,-9.113889,-9.689894,-9.724099,-9.984553,-11.7974,-12.19183,-12.94843,-14.54502,-16.34357,-15.63604
BDBJPGFE_01851 3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase,-21.50371,-19.98015,-19.33615,-12.32457,-11.54546,-11.07371,-10.50722,-10.02522,-10.22071,-16.04777,-16.3082,-16.38524,-15.10701,-15.55606,-12.02826
"BDBJPGFE_01865 Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein",-9.657969,-10.79469,-10.92423,-6.492253,-7.1331,-6.667285,-7.41906,-7.545513,-7.537748,-9.136173,-9.080743,-9.891541,-8.902575,-9.72549,-9.160123
BDBJPGFE_01873 GTP-binding protein TypA/BipA,-17.42566,-18.37707,-17.77402,-15.41251,-15.57839,-16.18183,-13.70685,-14.83572,-16.06484,-16.52515,-15.56725,-16.56774,-15.12354,-13.73651,-15.19923
BDBJPGFE_01882 50S ribosomal protein L11,-19.53704,-18.74417,-21.72371,-11.28253,-10.43978,-11.3722,-11.75719,-10.79902,-11.83935,-15.50815,-15.91762,-15.65195,-14.96549,-17.06931,-14.50567
BDBJPGFE_01883 50S ribosomal protein L1,-13.42521,-13.82141,-13.1191,-10.1222,-9.601294,-10.5957,-10.25416,-10.36925,-10.18634,-10.62418,-10.96831,-11.20208,-10.31898,-9.808924,-10.29367
BDBJPGFE_01884 50S ribosomal protein L10,-20.79613,-19.09133,-18.78053,-10.82834,-9.890968,-10.68048,-10.38984,-10.29231,-11.08377,-16.0396,-16.72854,-14.43168,-14.28731,-15.05028,-14.44286
BDBJPGFE_01885 50S ribosomal protein L7/L12,-12.57028,-12.58994,-13.26136,-10.02805,-8.788738,-9.752201,-9.250047,-8.873926,-8.883621,-10.041,-10.69535,-11.51341,-15.77872,-8.569621,-15.86506
BDBJPGFE_01886 DNA-directed RNA polymerase subunit beta,-14.90265,-16.86073,-15.12688,-14.58203,-14.84904,-17.24269,-11.5161,-12.99047,-12.58736,-13.1944,-13.01945,-12.70407,-15.50565,-11.97491,-12.20816
BDBJPGFE_01887 DNA-directed RNA polymerase subunit beta,-18.55411,-20.35465,-20.42022,-15.47257,-16.08003,-15.82186,-13.34992,-14.11208,-13.6262,-16.0955,-16.36751,-15.84578,-14.23102,-13.2153,-14.10625
BDBJPGFE_01889 30S ribosomal protein S7,-19.29869,-19.94373,-18.99812,-10.63025,-9.873158,-11.08577,-10.71817,-10.30095,-10.75093,-11.21635,-17.39446,-12.02189,-14.4934,-10.87715,-15.82806
BDBJPGFE_01890 Elongation factor G,-11.40825,-11.42898,-11.32206,-9.313075,-9.370532,-10.17001,-7.613976,-7.810983,-7.82838,-9.902123,-9.204142,-9.235001,-10.34396,-8.499912,-8.852896
BDBJPGFE_01891 Elongation factor Tu,-9.635693,-9.76757,-9.58847,-9.415092,-9.558901,-10.28147,-7.898959,-7.092379,-7.640198,-7.96565,-8.338232,-7.847832,-8.461029,-7.65718,-7.865554
BDBJPGFE_01892 30S ribosomal protein S10,-20.98117,-19.32971,-19.93765,-11.96647,-11.04481,-13.16487,-11.75192,-10.42219,-12.13422,-11.27873,-12.80557,-12.72066,-14.64801,-14.89888,-14.77965
BDBJPGFE_01893 50S ribosomal protein L3,-16.47797,-19.30992,-15.78328,-10.87357,-10.10678,-12.35382,-12.76327,-12.1481,-15.32098,-13.12285,-16.94418,-13.73899,-14.53419,-14.89964,-14.09725
