Fasta headers,P,P,P,PhAc,PhAc,PhAc,DBP,DBP,DBP,DEHP,DEHP,DEHP,ATBC,ATBC,ATBC
JANJIKNC_00972 DNA-directed RNA polymerase subunit beta,23.05527,24.49118,23.34286,23.77836,23.0861,24.60823,24.70393,24.83755,23.40171,22.3189,21.9687,22.6313,23.36011,23.57439,23.19678
JANJIKNC_00984 30S ribosomal protein S12,24.02259,24.53226,24.42662,23.27341,23.21236,23.31424,24.29537,24.8753,25.39051,24.6314,24.90894,25.04093,25.16423,25.24706,25.10482
JANJIKNC_00985 30S ribosomal protein S7,24.95598,24.89938,25.02526,25.14145,24.84417,24.98611,26.16919,26.17037,26.36786,25.14098,25.34354,25.7572,25.80855,25.52874,25.9018
JANJIKNC_00986 Elongation factor G,21.53308,22.7298,21.03604,21.86759,20.44543,22.85232,23.9266,24.31029,23.9237,20.42624,19.24732,19.66682,18.6181,19.62359,22.14936
JANJIKNC_00987 Elongation factor Tu,25.25035,25.02703,25.08756,25.7442,26.10384,26.78069,26.55633,26.71214,26.27332,25.74737,25.39231,25.12222,25.56993,25.71078,25.35269
JANJIKNC_01003 Putative mycofactocin system heme/flavin oxidoreductase MftD,23.92976,23.86627,23.98355,21.82481,21.2581,21.22864,23.84652,23.80213,24.67987,23.4051,23.64064,22.87444,23.63788,22.95436,23.48272
JANJIKNC_01013 30S ribosomal protein S10,24.78586,24.68346,24.67992,25.5627,25.39061,25.21267,25.96728,25.85419,26.50133,25.17684,25.66145,25.69354,25.47287,25.54395,25.43943
JANJIKNC_01014 50S ribosomal protein L3,23.97919,23.78536,23.53208,21.4439,20.43281,20.13573,23.08099,23.15717,23.82968,21.53331,21.8205,20.99141,21.72771,21.07287,21.28996
JANJIKNC_01015 50S ribosomal protein L4,23.17161,23.0332,23.09368,21.22435,20.75752,19.22077,22.65029,22.29835,22.82739,21.93919,21.76154,21.09751,21.89748,21.76511,22.06098
JANJIKNC_01016 50S ribosomal protein L23,24.91365,24.86792,24.95762,25.04756,24.68239,24.44941,25.7483,25.77914,26.28102,24.46706,25.26177,24.27583,25.62157,25.33929,25.73229
JANJIKNC_01017 50S ribosomal protein L2,24.66058,24.93975,24.96314,22.34614,21.41204,21.55234,25.30135,25.00813,25.04806,24.49619,24.3965,24.3334,24.70271,24.82216,24.4386
JANJIKNC_01018 30S ribosomal protein S19,24.45926,24.46849,24.15946,24.38818,24.18056,24.42163,25.20064,25.50003,25.11882,25.18302,24.41448,24.56587,24.79991,24.64069,24.87112
JANJIKNC_01019 50S ribosomal protein L22,24.13868,24.06093,24.08448,22.65866,22.40432,22.49015,23.98451,23.97009,24.64075,23.50385,23.84182,23.39585,23.61122,23.75185,23.48419
JANJIKNC_01020 30S ribosomal protein S3,24.93463,24.82411,24.85871,23.83007,23.89495,24.5661,24.61549,24.91639,24.6953,24.57623,24.44828,24.73913,23.67379,23.43454,23.29978
JANJIKNC_01021 50S ribosomal protein L16,23.8224,23.95296,23.75511,23.1303,22.90064,22.9283,24.78097,24.85894,25.15434,23.78766,24.13453,24.31603,24.99714,24.97919,25.259
JANJIKNC_01022 50S ribosomal protein L29,22.05258,21.54033,21.5374,21.81538,21.46633,21.39441,23.25609,22.32301,23.42586,21.6127,21.90253,21.91783,21.95869,22.22379,21.88859
JANJIKNC_01023 30S ribosomal protein S17,22.92962,22.97328,23.31174,23.45161,22.34911,22.67969,23.65064,23.58589,24.14118,23.64229,23.36653,23.62109,23.26198,22.93216,23.05442
JANJIKNC_01036 hypothetical protein,23.03803,23.37265,22.90474,24.43097,24.23841,24.8906,23.29235,23.22938,21.06894,23.55999,23.03939,23.62533,22.73161,23.17583,22.2841
JANJIKNC_01044 50S ribosomal protein L14,23.39257,23.47877,23.60682,23.44796,23.55051,23.33702,24.50809,24.57317,24.79937,24.09112,23.82997,24.06792,24.25321,23.57762,24.44076
JANJIKNC_01045 50S ribosomal protein L24,21.84211,21.78065,22.14155,21.94988,21.78676,21.7494,23.31617,22.60225,23.67228,22.07267,21.04713,21.65132,21.30106,21.81163,21.41725
JANJIKNC_01046 50S ribosomal protein L5,24.89301,24.71062,24.94154,25.43262,24.89083,24.75995,25.61714,25.60354,26.43982,25.41815,25.59898,25.78509,25.59098,25.41093,25.30946
JANJIKNC_01047 30S ribosomal protein S14 type Z,19.47514,18.86255,18.37326,19.49645,20.66565,19.80686,20.99279,21.32075,20.98162,20.35634,20.15629,19.66452,19.32472,19.73771,19.4787
JANJIKNC_01048 30S ribosomal protein S8,24.91588,24.87221,24.9653,24.8071,24.63876,24.47215,25.69999,25.71707,26.34729,25.09269,25.30939,24.74807,25.49997,24.89865,25.92617
JANJIKNC_01049 50S ribosomal protein L6,21.48606,21.0176,21.76324,20.77056,20.33639,19.09029,22.41792,22.27407,21.88383,20.4914,19.45135,20.98565,20.54745,20.56365,20.83607
JANJIKNC_01050 50S ribosomal protein L18,24.80509,24.85505,24.99291,24.49198,24.34076,23.97666,25.31993,24.85733,25.62388,24.75573,24.97018,25.26055,25.05051,25.00719,24.90623
JANJIKNC_01051 30S ribosomal protein S5,23.25854,23.20924,23.2571,21.62899,20.72864,21.79923,23.31645,22.9852,23.57623,22.96309,23.39807,22.5769,22.78521,22.84915,22.40839
JANJIKNC_01052 50S ribosomal protein L30,23.00136,22.91496,22.89373,23.51629,19.68547,22.85255,22.9778,23.19312,23.9038,23.35394,23.50797,23.14197,23.80538,24.20225,24.20367
JANJIKNC_01053 50S ribosomal protein L15,24.66427,24.61526,24.60286,24.15761,23.75073,23.77304,25.33115,25.21201,25.62221,24.66286,25.1434,25.22571,25.30257,25.10641,25.35026
JANJIKNC_01054 Protease 4,21.14979,21.35348,20.98015,20.21034,21.16228,20.82749,20.53355,20.38816,21.2876,19.5037,20.81527,19.94102,18.87709,20.53773,19.90883
JANJIKNC_01062 Putative S-adenosyl-L-methionine-dependent methyltransferase,18.98103,18.59945,18.42245,19.63257,20.11818,19.18966,21.17365,20.22506,22.38079,20.29824,19.22364,19.79279,19.12699,19.27257,19.80661
JANJIKNC_01064 Putative S-adenosyl-L-methionine-dependent methyltransferase,20.21585,19.05285,19.28654,19.2699,20.71561,19.00472,22.61686,21.24679,23.97911,21.47482,20.53241,20.81049,21.0732,20.92998,20.47645
JANJIKNC_01065 Putative S-adenosyl-L-methionine-dependent methyltransferase,18.83871,18.52962,18.9124,19.38349,19.67751,19.45249,21.70898,21.08291,22.26542,19.78519,19.45366,19.82543,19.24899,18.79766,20.60069
JANJIKNC_01067 Adenylate kinase,23.62165,22.87873,23.43695,21.77523,20.31975,21.18876,23.2932,22.95466,24.01274,22.2143,23.24367,22.76399,22.38448,22.87121,22.51992
JANJIKNC_01077 hypothetical protein,19.54414,18.78734,19.21107,18.99608,20.66396,19.01159,20.73958,20.35724,20.14096,19.47578,20.16349,19.73096,21.90047,20.64068,21.88424
JANJIKNC_01085 Putative 3-oxopropanoate dehydrogenase,19.90028,18.42014,17.63981,20.08444,20.52388,19.21303,19.0064,19.73853,19.68346,19.66406,19.27604,20.03678,18.78423,19.08875,18.79946
JANJIKNC_01097 hypothetical protein,21.38911,21.20723,21.60241,20.60549,19.6094,18.65982,21.45171,20.92129,21.72634,19.83218,21.50213,21.16294,19.57822,21.60824,21.24005
JANJIKNC_01101 Inner membrane protein YqiK,18.12424,18.82619,18.77061,20.4183,19.92756,21.50582,20.86537,21.07874,20.22034,18.09833,18.44905,19.33812,20.86597,19.25082,19.54937
JANJIKNC_01103 Translation initiation factor IF-1,21.74542,21.46224,21.73173,21.78293,22.36231,21.77591,22.45864,22.50453,22.42047,21.72034,21.24743,21.9178,21.58293,21.29642,22.13643
JANJIKNC_01104 30S ribosomal protein S13,24.54504,24.37006,24.75562,24.29348,25.61442,24.56871,25.07235,25.08164,25.69503,25.01235,25.09744,25.20027,25.04856,25.02834,25.0393
JANJIKNC_01105 30S ribosomal protein S11,23.51352,23.3652,23.26857,23.01912,22.57713,22.5464,24.10949,23.53943,24.31084,23.51557,23.47222,22.94976,23.8931,23.36826,23.64097
JANJIKNC_01106 30S ribosomal protein S4,25.70578,25.75972,25.97202,25.23641,24.86008,24.91191,26.67842,26.56706,26.99776,25.905,26.009,26.18603,26.21373,25.91645,26.41606
JANJIKNC_01107 DNA-directed RNA polymerase subunit alpha,24.05333,23.53279,24.00076,23.81186,23.06194,23.97158,24.27498,24.64631,23.81029,23.13075,23.62321,22.83109,23.14166,22.59657,23.13416
JANJIKNC_01108 50S ribosomal protein L17,24.94699,24.64207,24.92262,24.28729,23.82639,23.57877,24.03549,24.27881,24.25379,24.26628,24.29768,23.94065,22.87495,24.07839,23.16558
JANJIKNC_01113 putative cutinase cut3,21.57372,21.31302,21.28873,20.72983,21.19415,19.42801,21.71796,21.32614,22.71908,22.32978,22.47746,19.49428,22.05663,22.51869,21.5689
JANJIKNC_01114 putative cutinase,21.86469,21.61122,21.64509,21.02999,20.86055,20.99099,22.12294,22.07852,22.37295,21.65487,21.94321,19.05232,22.15178,22.27367,22.1531
JANJIKNC_01126 putative aldehyde dehydrogenase,26.85781,26.77203,26.854,25.02956,24.42092,25.48849,26.01014,26.47954,24.8632,25.96974,25.96111,25.85093,26.46771,26.27177,26.75697
JANJIKNC_01129 Ethanolamine ammonia-lyase light chain,22.13348,21.73401,22.03772,19.21649,20.38269,19.26743,20.64051,20.61962,20.1835,21.0189,20.90213,20.96183,22.05639,22.2979,21.73958
JANJIKNC_01130 hypothetical protein,21.92034,22.59124,22.05484,19.73962,20.13464,21.66449,23.11028,23.30605,21.51884,18.88145,19.72094,21.1665,23.01869,23.07128,22.94575
JANJIKNC_01131 50S ribosomal protein L13,23.67831,23.85643,23.95482,23.2326,22.0492,23.14177,23.87014,23.78327,24.30925,23.35111,23.24436,22.63168,23.65513,23.26885,24.05556
JANJIKNC_01132 30S ribosomal protein S9,24.98338,24.84105,25.06332,23.86353,23.20062,22.75258,24.20195,23.93031,24.73995,24.25054,23.79808,23.71921,24.00093,24.07014,24.08643
JANJIKNC_01142 hypothetical protein,19.9356,19.9894,19.97687,20.01246,20.09171,19.18923,19.64648,19.4262,19.78481,19.80375,19.69178,19.56404,19.76497,19.3159,20.04692
JANJIKNC_01155 Glutamate decarboxylase,21.40619,21.45071,21.22258,19.99088,20.94029,18.1098,21.30129,20.97386,20.92665,19.40356,21.00703,19.67886,21.11248,21.49765,20.90654
JANJIKNC_01165 10 kDa chaperonin,23.24075,22.62138,23.46339,22.46775,22.5988,22.59159,24.52695,24.61863,24.95451,23.20932,22.51908,22.33623,21.84253,22.0192,22.29496
JANJIKNC_01166 60 kDa chaperonin 2,25.57378,26.02278,25.74163,25.21612,24.6265,24.64136,26.07388,25.97732,26.80008,25.38057,25.48913,25.35948,24.98767,25.13457,25.06114
JANJIKNC_01170 putative FAD-linked oxidoreductase YvdP,18.59012,18.75751,17.82567,19.04742,19.52906,18.4348,19.50872,19.85351,19.60315,19.87091,19.60209,19.22915,19.81182,19.548,18.93235
JANJIKNC_01181 Inosine-5-monophosphate dehydrogenase,19.09765,20.99224,21.47833,19.60654,20.4526,21.90555,22.32199,22.71714,21.99262,21.4369,19.34036,19.65436,20.1988,19.73949,20.73884
JANJIKNC_01182 putative oxidoreductase/MSMEI_1564,19.73332,18.4625,19.19478,18.8313,19.4673,18.28766,20.46852,20.74255,20.31418,19.68961,19.23575,19.40738,19.08328,18.54053,18.16914
JANJIKNC_01189 hypothetical protein,21.39953,21.57043,21.38432,19.22894,20.20984,21.72142,21.5093,21.13565,20.74181,19.53143,21.49101,20.34734,20.83653,19.37049,19.18774
JANJIKNC_01218 hypothetical protein,24.87108,25.62109,24.94329,25.5602,25.45007,25.23706,24.44038,24.71665,23.67282,24.6864,24.78955,25.46045,25.36078,25.01171,25.12581
JANJIKNC_01230 putative propionyl-CoA carboxylase beta chain 6,18.64746,18.22036,19.43623,18.51493,20.49653,19.15316,20.69753,20.75303,20.95511,19.14104,18.98529,18.91856,18.01649,19.56413,19.54624
JANJIKNC_01231 3-oxoacyl-[acyl-carrier-protein] synthase 2,20.84414,20.84368,20.26465,20.70379,20.1859,21.4366,21.22758,21.8668,20.57976,19.8382,19.759,20.18879,19.55046,20.27242,19.18468
JANJIKNC_01232 3-oxoacyl-[acyl-carrier-protein] synthase 1,21.95475,21.27833,21.40385,19.28818,19.97544,22.51711,23.41106,23.60037,22.56001,21.30313,20.92484,21.21318,19.11871,20.40458,20.58114
JANJIKNC_01233 Meromycolate extension acyl carrier protein,18.07874,19.27664,21.30508,18.98127,20.15703,19.17812,24.67055,23.88828,23.0852,19.1877,20.20966,19.59935,18.83916,21.13287,21.91532
JANJIKNC_01234 Malonyl CoA-acyl carrier protein transacylase,24.53118,23.9061,24.42534,22.8763,19.80048,22.33949,23.98503,24.16461,24.19715,23.92397,23.22638,23.26084,22.6659,22.47909,22.98263
JANJIKNC_01235 putative protein,21.10271,20.68723,20.67124,19.02544,20.45933,18.81578,20.39759,18.56465,20.52698,20.25295,18.70291,20.88211,21.19262,20.70303,18.8673
JANJIKNC_01236 Pyruvate dehydrogenase E1 component,20.44233,18.4355,18.96301,19.62896,20.09521,21.29233,20.77507,20.45433,20.63157,20.04453,19.43075,18.53088,20.80664,19.38611,20.53602
JANJIKNC_01266 Putative diacyglycerol O-acyltransferase,20.60639,20.94385,21.60485,19.04733,19.62381,19.80017,19.84702,20.00607,18.39239,19.42252,19.29679,20.17962,20.52927,18.59682,20.07874
JANJIKNC_01268 Carboxylesterase B,20.71482,21.11032,19.70344,20.91619,20.23657,19.00094,21.50809,21.53782,22.05262,20.19214,19.58856,20.59771,22.03909,22.60408,22.29939
JANJIKNC_01275 Glutamine synthetase,20.59304,20.41803,20.28478,21.47041,21.25989,21.42214,21.75124,21.45498,20.3756,21.28495,21.28884,20.74296,19.26223,21.7942,21.23023
JANJIKNC_01277 putative protein,20.28568,20.78349,20.27207,19.85276,20.55398,19.52574,19.56961,19.96282,19.87129,19.60445,19.33051,19.13811,18.43157,19.18508,18.57607
JANJIKNC_01281 Epimerase family protein,21.60522,18.66984,18.67438,19.51475,20.7564,21.14127,20.65115,18.70061,20.71557,19.74315,19.60151,19.46723,21.04593,20.8271,21.18259
JANJIKNC_01282 Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,22.49199,22.57646,22.01264,23.56779,22.91587,23.46001,23.05156,22.96137,22.72671,22.63161,22.78889,22.45305,22.72603,23.13536,22.63876
JANJIKNC_01286 putative cytosol aminopeptidase,20.35229,20.32542,20.24991,18.80973,20.37815,21.2596,21.68744,21.7141,21.51831,20.20198,19.70836,19.82744,20.58316,18.7853,20.20634
JANJIKNC_01287 putative protein,18.82357,18.01755,18.29465,19.20368,19.79421,19.62874,18.63923,18.07415,18.24226,20.12169,19.7928,19.96974,21.16974,21.1731,21.03241
JANJIKNC_01289 Branched-chain-amino-acid aminotransferase,19.98787,19.18893,19.60872,18.18717,20.82607,19.60299,20.60621,20.50785,20.71574,18.94376,20.4312,19.06599,20.35638,20.31008,18.38155
JANJIKNC_01294 Protein,21.6457,20.6543,20.87972,20.20383,19.78883,19.4531,21.15709,20.57902,21.57639,19.65128,20.79265,20.54846,20.09417,20.01822,19.90739
JANJIKNC_01296 Adenosine kinase,21.16895,20.56393,18.89402,20.39124,20.70543,19.22222,20.95362,21.06336,20.6844,20.34278,19.13364,20.14757,19.78353,18.4891,18.75156
JANJIKNC_01298 Cytochrome c oxidase subunit 2,18.6904,19.96747,19.63483,20.31197,19.20722,21.25598,21.76073,21.94985,21.43502,19.8239,19.60987,19.95945,19.37231,19.4977,19.12196
JANJIKNC_01302 Cytochrome bc1 complex cytochrome b subunit,19.2892,19.96607,19.21167,20.44658,20.39146,21.05186,21.49248,21.53488,21.04033,19.05552,19.93034,19.4889,20.76733,20.04006,19.93647
JANJIKNC_01303 Cytochrome bc1 complex Rieske iron-sulfur subunit,19.29073,19.97581,18.62379,19.13019,20.0531,18.61712,21.14725,21.42537,20.88762,18.76249,18.79854,20.65284,19.48459,18.52301,17.65237
JANJIKNC_01306 Anthranilate phosphoribosyltransferase,20.45403,20.35714,21.04613,19.8251,19.84199,20.87117,20.839,20.70447,20.96261,20.07477,19.42393,19.38359,18.68189,18.59669,18.16722
JANJIKNC_01312 Long-chain-fatty-acid--CoA ligase FadD15,20.82268,21.99807,21.42034,21.05623,20.46564,21.97855,22.26737,22.28407,21.70159,20.58298,21.07549,20.16739,21.4496,21.8792,20.90786
JANJIKNC_01314 hypothetical protein,19.73737,19.06709,19.76903,19.7647,20.07585,19.1327,19.53298,19.539,19.38896,19.12919,20.00808,20.16561,19.51501,19.12331,18.62648
JANJIKNC_01321 Phospho-2-dehydro-3-deoxyheptonate aldolase AroG,19.27955,20.13069,19.80936,19.06326,20.53387,21.42019,20.7662,20.61782,20.07809,19.47566,19.81402,19.78613,19.44084,19.7144,19.14317
JANJIKNC_01326 Heptaprenyl diphosphate synthase component 2,18.52105,18.04297,18.63689,19.1158,20.86119,18.6155,19.76456,19.63318,19.97869,19.5914,19.93786,19.69823,19.01967,18.37752,19.71097
JANJIKNC_01330 Transcriptional regulator MraZ,18.50873,19.20386,18.3492,19.24017,20.38155,19.6153,19.00846,18.96548,19.0177,19.61692,19.5225,19.51396,18.79655,18.9996,19.48474
JANJIKNC_01331 Ribosomal RNA small subunit methyltransferase H,19.14451,21.72979,21.54317,18.36446,20.69414,19.44585,22.08125,21.74583,21.41199,19.18241,19.5042,19.82533,19.87264,22.36698,18.11235
JANJIKNC_01339 UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,21.29944,19.30497,21.29407,20.44294,20.13577,20.66379,21.21258,21.27264,20.54764,20.39347,19.44331,19.00493,19.07275,19.11189,19.01299
JANJIKNC_01340 UDP-N-acetylmuramate--L-alanine ligase,19.24996,18.49973,18.49285,18.88906,21.40055,18.7607,18.57788,18.78852,18.62927,19.98077,20.04551,19.63681,19.25931,19.38903,20.19804
JANJIKNC_01342 Cell division protein FtsZ,19.36396,19.87524,20.80223,19.7814,19.64305,22.01291,21.6035,22.25425,21.07496,19.60202,20.25822,19.28432,21.22858,20.51422,20.30363
JANJIKNC_01347 Cell wall synthesis protein Wag31,24.29782,24.2722,24.2003,25.13845,25.08314,25.02547,25.01567,25.23261,24.348,25.27099,25.20142,24.84747,23.59115,23.63467,23.70018
JANJIKNC_01365 Linalool 8-monooxygenase,19.02667,19.18711,19.30336,19.16911,20.57805,20.25734,18.44026,18.66764,17.89089,19.32702,18.878,19.86752,20.48089,20.7936,19.76072
JANJIKNC_01367 putative HTH-type transcriptional regulator,20.07496,19.03635,20.41163,19.97906,20.16706,20.16253,17.39075,17.90073,17.99434,19.49154,20.50693,20.43675,21.17219,20.51403,20.94392
JANJIKNC_01380 Acyl-CoA dehydrogenase fadE12,20.14264,18.39855,18.11556,19.50076,21.07054,19.32347,20.65814,20.95355,20.68577,19.83561,20.16155,19.82309,18.75678,18.52808,18.86624
JANJIKNC_01392 Putative cytochrome P450 136,18.84514,19.8935,20.08861,19.9185,21.03768,20.2357,19.3806,19.65569,21.00258,19.95005,18.84739,20.28632,18.96079,19.18613,18.67006
JANJIKNC_01395 Acyl-CoA dehydrogenase,18.10425,17.43711,18.458,19.92924,19.65275,19.35447,20.74279,20.54095,21.44005,19.43653,19.6114,19.90008,19.06504,19.10872,18.96375
JANJIKNC_01397 hypothetical protein,19.69968,19.73488,20.4803,18.43646,20.66418,18.85744,21.5484,20.43268,22.52879,19.17069,18.26547,19.60019,20.03012,18.97473,19.33839
JANJIKNC_01399 Putative alcohol dehydrogenase D,18.35673,19.4353,19.54415,19.82698,21.33264,18.68408,20.06907,20.37941,20.69345,19.8259,19.41733,20.00848,18.70447,18.68645,18.54421
JANJIKNC_01407 Putative sporulation hydrolase CotR,18.24056,17.52317,18.71228,19.64495,20.54664,18.78064,21.12515,20.93884,20.37549,20.14224,19.46522,19.49144,19.55377,18.71591,19.31701
JANJIKNC_01420 N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase,18.9483,19.20649,18.05589,19.32177,20.58453,19.34572,18.63329,18.85428,19.27792,20.4702,20.14871,19.23525,19.05371,19.66715,18.70555
JANJIKNC_01427 Phosphoserine phosphatase 1,18.57557,18.23059,18.79261,19.54004,20.39031,19.36809,20.26637,19.993,20.10162,19.27929,19.54802,19.70262,19.80239,18.66042,19.10104
JANJIKNC_01433 putative NAD-dependent oxidoreductase,21.54482,21.45367,21.80479,21.77076,19.74525,21.65158,20.64227,20.44546,20.6897,21.62185,19.43099,22.05689,21.52243,21.21027,21.50504
JANJIKNC_01435 Methionine synthase,19.76642,19.36265,18.68366,18.8245,19.60674,19.33946,20.32685,20.65438,20.05748,19.30382,19.50149,18.96125,20.50562,20.62194,19.25695
JANJIKNC_01436 NAD(P)H azoreductase,19.78262,17.94498,18.807,18.99017,20.84964,18.87649,19.82036,19.63517,20.00058,20.65706,19.84533,19.22774,19.43296,19.04049,18.57341
JANJIKNC_01441 ATP phosphoribosyltransferase,21.0792,19.04386,18.71362,19.10783,19.82465,19.7618,20.97014,20.86446,21.25107,19.21087,20.26941,19.39908,18.8613,19.41397,19.02158
JANJIKNC_01454 Low molecular weight antigen MTB12,19.37577,18.91362,18.53707,19.43381,20.04502,19.80389,21.05848,21.97869,21.66253,22.08193,19.18971,22.11315,18.98485,18.8343,19.594
JANJIKNC_01455 Proteasome-associated ATPase,20.98099,21.67762,20.71783,21.67943,20.7655,22.74763,23.01447,22.39459,22.33979,22.00799,21.6167,20.81636,21.31429,20.06763,20.49395
"JANJIKNC_01457 L-2,4-diaminobutyric acid acetyltransferase",19.26918,17.46412,19.14658,19.96497,21.03768,19.91445,19.85582,19.5248,19.67495,19.54551,18.95494,19.89729,18.90354,19.35687,19.29962
JANJIKNC_01458 Diaminobutyrate--2-oxoglutarate transaminase,19.62012,20.98656,20.79899,18.99856,21.18744,18.74621,22.51994,22.94332,23.60399,18.78552,19.7689,19.29062,19.2022,18.25369,18.36595
JANJIKNC_01461 Pup deamidase/depupylase,19.00434,18.81011,20.09957,18.69696,20.39375,19.86478,20.31628,20.12729,19.61628,20.28755,19.78216,20.87541,18.35285,19.39578,19.72853
JANJIKNC_01462 Prokaryotic ubiquitin-like protein Pup,18.78619,18.09141,19.42451,19.44959,20.53118,19.50032,19.92747,19.76278,18.03117,20.4853,19.27203,19.06657,18.97087,20.05801,19.38281
JANJIKNC_01463 Proteasome subunit beta,19.27077,18.71936,19.04505,19.1915,20.38636,19.78516,20.5306,20.60023,20.50736,19.95181,19.94115,19.95264,19.16625,20.21612,19.00074
JANJIKNC_01464 Proteasome subunit alpha,23.24631,22.80516,23.36346,20.02551,20.945,22.27042,22.76024,22.70324,22.8326,22.91601,23.03394,22.74273,22.1054,21.97085,19.89062
JANJIKNC_01469 Pup--protein ligase,21.69294,21.63152,21.47363,21.20305,19.77608,22.21653,22.35947,22.79442,21.53308,19.62913,21.20646,20.34451,21.45944,18.45961,21.20042
JANJIKNC_01470 Protein PafB,20.03228,19.82892,19.4968,19.60805,20.46112,19.80786,19.61153,19.46268,20.30408,19.12733,19.3711,19.59429,20.07448,18.79548,19.17658
JANJIKNC_01474 putative helicase HelY,19.15267,20.51143,19.36547,18.61663,20.02049,18.34711,18.28324,18.90461,18.69701,19.82246,19.13014,19.40255,20.17792,19.38478,19.51222
JANJIKNC_01476 5-3 exonuclease,20.91984,18.20902,19.06554,19.28221,19.59277,18.63401,19.1442,19.67237,20.56188,20.36271,21.49999,21.38979,19.9452,20.18685,18.59644
JANJIKNC_01479 F420H(2)-dependent biliverdin reductase,22.26049,22.01903,22.34838,22.12858,20.60562,21.00553,22.28982,22.36311,22.29089,21.33178,21.66596,21.87016,22.50528,22.88777,22.6079
JANJIKNC_01491 hypothetical protein,20.34419,20.69055,20.85855,19.3729,20.00705,21.1187,20.85931,21.16705,21.29737,21.15691,21.53995,21.30736,21.16054,20.76701,21.18029
JANJIKNC_01509 DNA polymerase I,20.05006,20.58022,19.96578,20.02188,19.64911,21.45015,21.12641,20.91656,20.06158,19.98531,19.57403,20.19685,19.75858,19.71014,20.14992
JANJIKNC_01512 30S ribosomal protein S1,19.06186,21.35933,19.85846,20.72251,21.13927,22.7921,23.71051,24.05076,23.47234,19.43492,19.26299,19.58505,20.38068,19.99209,20.32356
JANJIKNC_01513 putative protein,19.14333,17.73048,18.46702,19.37668,20.43352,18.96996,19.77124,20.07483,18.9844,19.77584,18.43487,20.02394,19.66783,19.37639,19.16028
JANJIKNC_01515 Cystathionine gamma-synthase,22.18776,22.07526,22.03137,18.4813,20.4829,19.60608,21.3688,21.28653,21.94657,19.66228,19.92453,19.09282,19.17596,19.0804,19.16312
JANJIKNC_01517 Transcription elongation factor GreA,19.15133,18.83618,18.19232,18.44343,20.03476,19.72875,20.42655,20.06631,20.88166,19.60814,21.09526,19.66398,20.00016,18.98439,18.11029
JANJIKNC_01532 Serine hydroxymethyltransferase,19.09089,17.60701,19.39945,19.42556,21.10573,19.99049,22.03238,21.94839,22.13022,19.75277,19.88017,19.75739,19.33583,21.06336,18.62172
JANJIKNC_01533 Putative acyl-[acyl-carrier-protein] desaturase DesA2,19.18798,18.53308,18.18523,19.40776,19.76621,18.79046,22.12811,22.56927,21.2191,19.23124,19.37141,19.75106,20.03065,19.47295,19.25471
JANJIKNC_01536 Putative NAD(P)H nitroreductase acg,23.30145,17.88381,19.25866,20.56757,20.33075,19.47133,25.37382,25.02559,26.6345,23.25194,22.22764,19.90565,23.98407,22.33396,22.95495
JANJIKNC_01538 DNA-binding transcriptional activator DevR/DosR,21.58903,19.04999,20.46742,20.82361,20.76356,21.06494,23.39323,23.09926,23.46076,19.4057,19.2121,20.19188,22.6163,19.83999,22.02655
JANJIKNC_01539 putative protein,18.3516,18.31871,19.15071,19.00657,20.49572,19.2211,20.63139,20.82571,22.3103,19.68134,19.65865,18.99431,19.18624,19.44275,18.59211
JANJIKNC_01541 Fumarate hydratase class II,25.99703,26.35347,26.29351,26.01678,25.51232,25.02301,25.94659,25.68113,26.61034,25.04877,25.27224,25.26173,25.98224,25.49277,26.14147
"JANJIKNC_01542 Fructose-1,6-bisphosphatase class 2",19.71678,19.88478,19.45963,19.50844,20.75039,19.60662,20.68449,20.85719,20.86272,19.78716,20.38329,20.06316,19.13224,19.21748,18.59897
JANJIKNC_01544 hypothetical protein,18.783,19.5114,17.99901,18.78992,20.91196,20.3416,19.41603,19.2531,19.87795,20.0871,19.48804,18.99292,19.05531,19.20716,19.05626
JANJIKNC_01559 Exodeoxyribonuclease 7 large subunit,20.31529,19.68041,19.78604,19.46914,20.18344,19.50798,17.95724,19.25751,17.81845,19.55747,18.78747,19.07994,19.07557,20.88547,20.70049
JANJIKNC_01560 putative protein,20.86929,19.85905,21.48802,19.58739,20.35675,18.91924,20.92542,21.51384,21.35014,19.76798,19.24405,18.89684,19.18629,19.54183,19.37453
JANJIKNC_01563 Ribosome-binding ATPase YchF,21.42435,22.44129,22.46001,19.9914,20.591,19.04148,22.90496,23.27299,23.32594,18.35395,21.23263,19.06299,21.02499,19.49516,21.16644
JANJIKNC_01578 Epoxide hydrolase A,20.02296,19.90281,19.78936,19.28897,21.16146,18.98056,19.69705,19.17009,19.61979,20.69749,18.78559,18.98265,18.71047,19.16118,18.80688
JANJIKNC_01586 Carnitinyl-CoA dehydratase,18.96869,20.36453,20.29737,20.17485,20.37088,18.91674,20.63936,20.07156,20.64174,20.18546,19.35334,20.32654,19.79465,19.31462,18.6527
JANJIKNC_01588 Immunogenic protein MPB70,18.98593,18.69227,19.22651,19.25451,20.08372,18.83157,20.82858,21.04193,21.87053,21.18186,20.01175,20.22225,19.50547,19.73167,19.07378
