Fasta headers,P,P,P,PhAc,PhAc,PhAc,DBP,DBP,DBP,DEHP,DEHP,DEHP,ATBC,ATBC,ATBC,P_relabun,PhAc_relabun,DBP_relabun,DEHP_relabun,ATBC_relabun,P,PhAc,DBP,DEHP,ATBC,P_sd,PhAc_sd,DBP_sd,DEHP_sd,ATBC_sd,P_PhAc_fc,P_DBP_fc,P_DEHP_fc,P_ATBC_fc,PhAc_DBP_fc,PhAc_DEHP_fc,PhAc_ATBC_fc,P_PhAc_ttest,P_DBP_ttest,P_DEHP_ttest,P_ATBC_ttest,P_PhAc_ttest_sig,P_DBP_ttest_sig,P_DEHP_ttest_sig,P_ATBC_ttest_sig,PhAc_DBP_ttest,PhAc_DEHP_ttest,PhAc_ATBC_ttest,PhAc_DBP_ttest_sig,PhAc_DEHP_ttest_sig,PhAc_ATBC_ttest_sig
BDBJPGFE_00693 putative protein,-13.66989,-14.80767,-14.87806,-12.05337,-11.45187,-12.37764,-11.21325,-10.79883,-11.94305,-14.27144,-16.95466,-14.37623,-13.65072,-15.75721,-14.54721,0.004521373852382568,0.025880475553056965,0.04027123185454751,0.0026722925865532267,0.003913241465815667,-14.451873333333333,-11.96096,-11.318376666666666,-15.200776666666668,-14.651713333333333,0.5536919349441726,0.38355115199931283,0.47300356879085853,1.240920436942765,0.863139903697863,2.4909133333333333,3.1334966666666677,-0.7489033333333346,-0.19984000000000002,0.6425833333333344,-3.239816666666668,-2.6907533333333333,0.006383992913852459,0.0036865891015875132,0.4792723754713215,0.796508746857977,+,+,,,0.20990728117010288,0.02428316933443074,0.01574907275365296,,+,+
BDBJPGFE_00699 Solute-binding protein,-12.48009,-13.62596,-13.78703,-12.69455,-12.58443,-12.93979,-12.5609,-12.27884,-12.89527,-16.68576,-16.93765,-16.88809,-15.32614,-16.57101,-15.5768,0.010062669729814632,0.015086248832714054,0.016815475828639,0.0008595705592492617,0.0017355915502923378,-13.297693333333333,-12.73959,-12.578336666666667,-16.837166666666665,-15.82465,0.5818604037816015,0.14852975818557973,0.251958348718372,0.10895574769398701,0.5375856806748734,0.5581033333333334,0.7193566666666662,-3.5394733333333317,-2.526956666666667,0.1612533333333328,-4.097576666666665,-3.0850600000000004,0.2590358462022008,0.1838859981969019,0.0010717654701592571,0.010730795179170144,,,+,+,0.47912334086309905,6.085456742394197e-06,0.0014415582105381194,,+,+
BDBJPGFE_00711 hypothetical protein,-9.440992,-10.21265,-11.07934,-13.42984,-11.7538,-13.25823,-9.390458,-9.232889,-9.61827,-10.83344,-11.38156,-10.88942,-10.01957,-11.48154,-11.15084,0.0835349029799596,0.014328300110120148,0.15076753892612063,0.047969582419057986,0.05330112706067123,-10.244327333333333,-12.813956666666668,-9.413872333333336,-11.034806666666666,-10.883983333333333,0.6692277302290722,0.7529106261406832,0.1581998778851898,0.2462544019685518,0.6259650845605442,-2.569629333333335,0.8304549999999971,-0.7904793333333338,-0.6396560000000004,3.400084333333332,1.7791500000000013,1.9299733333333347,0.022606503729793306,0.1628503399459622,0.1920273304922336,0.37943673698895036,+,,,,0.003341352200557682,0.03365560987371113,0.04943533159531361,+,+,+
BDBJPGFE_00714 putative protein,-18.53414,-18.61628,-20.11522,-15.49791,-15.5727,-15.53412,-15.91451,-15.09709,-15.25305,-15.23011,-15.44153,-16.13229,-15.53435,-14.25079,-15.38836,0.00018175763578577803,0.0021732320399796778,0.002343239413886537,0.0020244705304279993,0.002953128500257633,-19.088546666666666,-15.534909999999998,-15.421550000000002,-15.60131,-15.057833333333333,0.7267417445619105,0.03053799927958613,0.3543426323019384,0.3852526654893735,0.5737696845909127,3.5536366666666677,3.6669966666666642,3.487236666666666,4.030713333333333,0.11335999999999657,-0.06640000000000157,0.47707666666666526,0.002302023269531354,0.003036197491365026,0.0038927802061046934,0.0035327782571412452,+,+,+,+,0.675517235499167,0.8199695323814182,0.3054417124223087,,,
BDBJPGFE_00720 Monocarboxylate 2-oxoacid-binding periplasmic protein,-8.644902,-9.0571,-9.760555,-9.450482,-8.553857,-9.061306,-9.625731,-9.335671,-9.509871,-10.44215,-11.96269,-12.04489,-11.33996,-15.71653,-12.59598,0.17784158230006486,0.19848285130208343,0.1429760838295382,0.03515386252992131,0.010575012529284805,-9.154185666666667,-9.021881666666667,-9.490424333333333,-11.483243333333334,-13.21749,0.46060802142844,0.36710562167704325,0.11921222122286347,0.7369286290785262,1.8399813860109204,0.13230399999999953,-0.3362386666666666,-2.3290576666666674,-4.063304333333333,-0.4685426666666661,-2.461361666666667,-4.1956083333333325,0.7666308001134233,0.3741461609125177,0.0192662302739931,0.038796539769194914,,,+,+,0.16116503031197413,0.013392005718533431,0.03410460513580703,,+,+
BDBJPGFE_00726 Phosphate-specific transport system accessory protein PhoU,-19.76222,-19.83496,-19.686,-10.08008,-8.990526,-9.361413,-12.44023,-11.58727,-13.6569,-12.73129,-17.06915,-15.71266,-14.46782,-14.81676,-15.70951,0.00011403705132570533,0.1447492994049564,0.017013259924816976,0.0027279577662340376,0.003078115714792885,-19.761059999999997,-9.477339666666666,-12.561466666666666,-15.171033333333334,-14.99803,0.060818196838336225,0.4522987388606001,0.8492607888563377,1.8118640363694207,0.5228719560912276,10.283720333333331,7.199593333333331,4.590026666666663,4.763029999999997,-3.0841270000000005,-5.693693666666668,-5.520690333333334,5.779770075490691e-06,0.00028021202331802764,0.023154540351235712,0.00021494832986443467,+,+,+,+,0.010553303528091326,0.012528411707959354,0.0003503880730941427,+,+,+
BDBJPGFE_00767 hypothetical protein,-10.4129,-10.8254,-10.38271,-12.48186,-9.962983,-9.622374,-10.6495,-10.74929,-10.22664,-8.682211,-8.058063,-7.97397,-9.057934,-15.31328,-8.807702,0.06803937008397952,0.06249547754936634,0.06898660530889413,0.33332213342783373,0.04719096607239436,-10.540336666666667,-10.689072333333334,-10.54181,-8.238081333333334,-11.059638666666666,0.201946671233329,1.275295870516415,0.2265518449862343,0.3159180049446729,3.0095129681215127,-0.14873566666666704,-0.0014733333333332155,2.302255333333333,-0.5193019999999997,0.14726233333333383,2.450991,-0.37056633333333266,0.878490191342733,0.9948509883799284,0.0009680807955961044,0.8196108178887598,,,+,,0.880055435513602,0.05768687466051544,0.8803898594536363,,,
BDBJPGFE_00828 Protein-methionine-sulfoxide reductase catalytic subunit MsrP,-19.64362,-19.82871,-15.84704,-16.48217,-14.7083,-16.41729,-15.17855,-14.51862,-14.91624,-16.77968,-15.91058,-15.47132,-15.3341,-16.19628,-15.24923,0.00028496261108213036,0.0017236882733567356,0.0034316863482226133,0.0014793820153110664,0.002037604617679972,-18.43979,-15.869253333333333,-14.871136666666667,-16.053859999999997,-15.593203333333335,1.834907626902964,0.8213451711403412,0.27129643594333375,0.5436594161789157,0.4278448539936988,2.5705366666666656,3.568653333333332,2.385930000000002,2.8465866666666635,0.9981166666666663,-0.1846066666666637,0.2760499999999979,0.1448351460629749,0.052938753441230786,0.1526564245472088,0.09946386538276761,,,,,0.1780435811911691,0.8040649103960038,0.6950236108298902,,,
BDBJPGFE_00861 Vitamin B12 transporter BtuB,-17.81606,-17.37735,-17.10666,-14.65281,-14.55403,-15.10472,-14.41514,-14.85585,-14.68708,-14.70279,-15.7564,-13.74692,-12.56333,-15.03625,-15.6659,0.0005724723343026975,0.003691564131672811,0.003992699139156283,0.0036896517224901493,0.004589225827384324,-17.43335666666667,-14.77052,-14.65269,-14.735369999999998,-14.421826666666668,0.2923065172421271,0.23973124132383503,0.1815550056227226,0.8206901810468227,1.3390599129322864,2.662836666666669,2.7806666666666686,2.6979866666666705,3.0115300000000005,0.11782999999999966,0.03515000000000157,0.3486933333333315,0.0005704732457835338,0.0003344940691870403,0.011878012373060052,0.03596315698767819,+,+,+,+,0.6090125061984576,0.956425120342938,0.7353199685570351,,,
BDBJPGFE_00871 Iron-regulated protein A,-11.34081,-13.15337,-13.57366,-15.85296,-15.47012,-16.09896,-11.85963,-12.40241,-12.93309,-13.49189,-16.48022,-13.83631,-15.58859,-14.82866,-15.64644,0.015341360731197054,0.0017992623429442136,0.019049453419527036,0.004044742825798013,0.002404128707381776,-12.689280000000002,-15.807346666666666,-12.398376666666666,-14.602806666666666,-15.354563333333333,0.9688272727719155,0.2587410140576015,0.4382474899972494,1.334957403123993,0.37261901242720086,-3.118066666666664,0.2909033333333362,-1.9135266666666642,-2.6652833333333312,3.40897,1.2045399999999997,0.45278333333333265,0.011715099189958503,0.7185362664470273,0.17622156891406882,0.02213547192259653,+,,,+,0.0006928336954583697,0.2785399090715749,0.23093006857829812,+,,
BDBJPGFE_00892 Ferrichrome outer membrane transporter/phage receptor,-14.01425,-13.43458,-13.44105,-12.79412,-13.61259,-13.25623,-10.94315,-10.90553,-10.50592,-11.98671,-12.27264,-12.07062,-12.41039,-12.30835,-12.50259,0.007992653497562193,0.010806086436504271,0.0582904525956607,0.02276687922724879,0.018545117037393245,-13.629960000000002,-13.220979999999999,-10.784866666666668,-12.109990000000002,-12.407110000000001,0.2717469022209208,0.3350673634758644,0.19784210578696906,0.12000413576206474,0.07933205825305802,0.40898000000000323,2.8450933333333346,1.5199700000000007,1.222850000000001,2.4361133333333314,1.1109899999999975,0.8138699999999979,0.25110061623614244,0.00027914339678069454,0.00193547258356977,0.003634457154342437,,+,+,+,0.0008985861652750738,0.011559698808990168,0.028764084667410986,+,+,+
BDBJPGFE_00898 Vibriobactin utilization protein ViuB,-20.43555,-17.7875,-20.91922,-15.28894,-16.25521,-15.93062,-14.44495,-14.23705,-14.50263,-14.25348,-17.18555,-16.71485,-15.2437,-15.01664,-15.13029,0.00011781086862004586,0.0017774745317943894,0.004773930946347088,0.0014820162935562393,0.0028086317260726155,-19.71409,-15.824923333333333,-14.394876666666667,-16.051293333333334,-15.13021,1.37654057654203,0.40149575940752175,0.11405755311342704,1.2856876781534288,0.09269687409328672,3.889166666666666,5.319213333333332,3.662796666666665,4.583879999999999,1.4300466666666658,-0.22637000000000107,0.6947133333333326,0.01852630040803002,0.005520611127262134,0.05137039426326272,0.009317456920683784,+,+,,+,0.008367152759488398,0.8238074559519308,0.07563402198322347,+,,
BDBJPGFE_00919 Uronate isomerase,-19.14549,-19.63185,-20.00762,-13.39032,-14.20073,-13.79099,-14.67549,-16.71768,-16.93118,-15.46901,-17.03503,-16.69048,-16.3026,-14.49874,-15.57171,0.00012794962988968385,0.00726387254450584,0.0014559266746110606,0.0011652837587749598,0.0022382856025427197,-19.594986666666667,-13.794013333333334,-16.108116666666668,-16.398173333333336,-15.457683333333335,0.352927011560307,0.33085540389857493,1.0167628163386435,0.6719062685788508,0.7408235441872938,5.800973333333333,3.4868699999999997,3.1968133333333313,4.137303333333332,-2.3141033333333336,-2.604160000000002,-1.6636700000000015,7.089295350322383e-05,0.010170251432295607,0.0039866031374967675,0.002045652450481896,+,+,+,+,0.0376322003024204,0.007944478870512714,0.044124665918317874,+,+,+
BDBJPGFE_00923 Solute-binding protein,-13.10596,-13.58098,-14.39518,-12.29111,-11.30117,-11.69047,-10.9777,-10.4296,-10.81188,-12.3816,-13.19019,-12.06981,-12.27732,-12.48688,-12.92958,0.007645413577065684,0.029729752655010162,0.060143115497966575,0.016814740888606947,0.016627324452013946,-13.694040000000001,-11.760916666666667,-10.739726666666668,-12.547199999999998,-12.564593333333333,0.5323588857152664,0.40719966481103825,0.2295037837499755,0.4721442972227871,0.27189495340827663,1.9331233333333344,2.9543133333333333,1.1468400000000027,1.1294466666666683,1.021189999999999,-0.7862833333333317,-0.8036766666666662,0.015111697030594826,0.001964993571036533,0.0848515072698131,0.05568717177571768,+,+,,,0.036586033526160355,0.14907796349895433,0.08102284913131819,+,,
BDBJPGFE_00931 Metalloprotease LoiP,-18.4241,-18.3972,-19.78145,-13.16356,-12.57416,-12.52904,-12.03707,-11.89353,-11.5105,-17.2602,-16.31354,-15.99498,-15.73235,-14.59245,-14.76092,0.00021184062850184796,0.014919895805079193,0.02856851942866333,0.0010687674501929283,0.0030136338311021207,-18.867583333333332,-12.755586666666666,-11.813699999999999,-16.522906666666668,-15.028573333333334,0.6462946262262191,0.28906819741292145,0.22225902741321124,0.5373212651250239,0.5023755120314773,6.111996666666666,7.053883333333333,2.3446766666666647,3.8390099999999983,0.941886666666667,-3.7673200000000016,-2.272986666666668,0.000258404850635223,0.00012815074192836233,0.016885853424693287,0.002681353519840116,+,+,+,+,0.021713217377700142,0.0009476306441791419,0.0051702379724706815,+,+,+
BDBJPGFE_00941 hypothetical protein,-14.12602,-18.69149,-19.23589,-15.97809,-16.80266,-15.26802,-13.0129,-13.17945,-13.68251,-16.62242,-15.48841,-15.99474,-14.22383,-13.54526,-15.48769,0.0006060468428867196,0.0015567049781499114,0.01025627087520802,0.0014986511964455035,0.004598460031170668,-17.351133333333333,-16.016256666666667,-13.29162,-16.03519,-14.418926666666666,2.291303828192344,0.6270951566460139,0.284641259248667,0.46384036183440025,0.8049039728370639,1.3348766666666663,4.059513333333333,1.3159433333333332,2.9322066666666675,2.724636666666667,-0.018933333333333024,1.5973300000000012,0.47128995584592354,0.06774094338245092,0.47056718211514864,0.16291816750256438,,,,,0.005007849868357852,0.9742602995032834,0.09122842532346363,+,,
BDBJPGFE_00946 hypothetical protein,-18.89761,-20.7078,-18.4189,-13.43483,-14.00667,-14.62156,-13.89318,-14.19541,-14.8686,-15.27468,-16.50348,-16.11735,-16.04014,-15.72023,-15.85523,0.00015253348376457785,0.0062062947793695,0.0050315086096204276,0.0015731809726084614,0.001679708400283109,-19.341436666666667,-14.02102,-14.319063333333332,-15.96517,-15.871866666666667,0.9857323453599802,0.48458674153000403,0.4076997704466151,0.5130668730292375,0.13113145067280987,5.320416666666667,5.022373333333334,3.376266666666666,3.469569999999999,-0.2980433333333323,-1.9441500000000005,-1.8508466666666674,0.0023770835477291506,0.00264250703830287,0.01267871108277552,0.007848876033771818,+,+,+,+,0.54209763553052,0.01760306270555564,0.006454070368825786,,+,+
BDBJPGFE_00952 Alpha-ketoglutaric semialdehyde dehydrogenase,-17.83056,-17.57511,-17.65682,-11.78582,-11.35157,-13.00688,-11.37311,-11.36868,-12.19928,-15.47764,-15.1992,-15.04025,-16.88408,-14.66192,-15.22794,0.0004800105032489273,0.024363714893135633,0.03206730110788667,0.002602367377327766,0.0020402757271421297,-17.687496666666664,-12.04809,-11.647023333333335,-15.23903,-15.591313333333332,0.10651907194905917,0.7007624246490392,0.39050862187095886,0.18077117155859368,0.9428781826348986,5.639406666666664,6.040473333333329,2.448466666666665,2.0961833333333324,0.40106666666666513,-3.1909399999999994,-3.543223333333332,0.0003554276668907958,2.979833464542159e-05,7.894909128270093e-05,0.035383763059681626,+,+,+,+,0.5185636646309639,0.0033700436325357287,0.012997557783971594,,+,+
BDBJPGFE_00988 Solute-binding protein,-12.81052,-13.88087,-14.26907,-15.77816,-14.7916,-15.69688,-12.92066,-12.68472,-12.81405,-15.15378,-16.15428,-17.10562,-15.31,-14.36033,-14.90388,0.007863370759335984,0.0023498014978103414,0.014355957959963646,0.0013956733336573806,0.0033916974142668174,-13.653486666666666,-15.422213333333334,-12.806476666666667,-16.137893333333334,-14.85807,0.6167762483717698,0.44714389312116876,0.09647085028937759,0.7969195854594667,0.38905200534975654,-1.7687266666666677,0.8470099999999992,-2.4844066666666684,-1.2045833333333338,2.615736666666667,-0.7156800000000008,0.5641433333333339,0.03040195838229724,0.12744894165569312,0.025201041849010227,0.07971937751882248,+,,+,,0.0012705691097757582,0.3301486629774503,0.2495081850295362,+,,
BDBJPGFE_01006 hypothetical protein,-12.23876,-13.38694,-13.23714,-17.02151,-14.3816,-15.82646,-13.43246,-14.01894,-13.47585,-16.76855,-14.72206,-15.50652,-15.92457,-14.68654,-16.28807,0.012767060989255286,0.0018810813243985691,0.008042464698632828,0.0019360881531832977,0.0019820831246052098,-12.954279999999999,-15.743189999999998,-13.642416666666668,-15.665710000000002,-15.63306,0.509631672746766,1.0793459815091724,0.2668308308439806,0.8430248798621943,0.6855451092865199,-2.7889099999999996,-0.6881366666666686,-2.7114300000000036,-2.6787800000000015,2.100773333333331,0.077479999999996,0.11012999999999806,0.02981170882628061,0.16595964717026146,0.017652387597101186,0.011379023099907125,+,,+,+,0.05568433715782801,0.9400749944441766,0.908927110842136,,,
BDBJPGFE_01013 Histidinol-phosphate aminotransferase,-19.41726,-18.70578,-18.48033,-13.78186,-13.61134,-13.87025,-12.91924,-12.44177,-14.17996,-16.88125,-16.92216,-16.13546,-15.63117,-16.29835,-15.93426,0.00021181028441686386,0.007465655246851961,0.011078810078606942,0.0009811629366266806,0.0015861004415788345,-18.86779,-13.754483333333333,-13.180323333333334,-16.646289999999997,-15.954593333333333,0.39928676937759894,0.1074576146932155,0.7332346142190018,0.3615972655685711,0.27275431121961924,5.1133066666666664,5.687466666666666,2.2215000000000025,2.913196666666666,0.5741599999999991,-2.891806666666664,-2.2001100000000005,6.276994658040597e-05,0.0006492179576710768,0.0043070865364592485,0.0010411770164483873,+,+,+,+,0.3347542102607581,0.00041075389062884013,0.00044611804710712036,,+,+
BDBJPGFE_01014 hypothetical protein,-11.45145,-11.57732,-12.30496,-10.95697,-10.28691,-10.21774,-10.04989,-10.42005,-10.14084,-9.757902,-10.3038,-10.24733,-9.717701,-9.596343,-10.22865,0.028854502387140064,0.07188134781299951,0.08721237959863494,0.09150914207601232,0.109327520618882,-11.77791,-10.487206666666667,-10.203593333333334,-10.103010666666668,-9.847564666666665,0.37620658429467524,0.33337097877423133,0.15749728470322552,0.24511522335605568,0.2739847495784313,1.290703333333333,1.5743166666666664,1.6748993333333324,1.9303453333333351,0.2836133333333333,0.3841959999999993,0.639642000000002,0.022133651943130266,0.00547385778929414,0.006189970885222659,0.004217688117984192,+,+,+,+,0.3378238570170159,0.2594148933641764,0.10408483721730874,,,
BDBJPGFE_01022 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase,-19.94949,-19.28735,-19.55301,-16.8186,-15.03447,-15.79735,-13.637,-12.95738,-13.3142,-15.46475,-16.83672,-15.94302,-15.85328,-15.00791,-15.21172,0.00012780515020569184,0.0017067821038429993,0.010176674999636212,0.0014513122770024108,0.0023990127096757668,-19.596616666666666,-15.883473333333335,-13.30286,-16.081496666666666,-15.357636666666666,0.27207045770453603,0.730909426962207,0.27756955020318774,0.5685990154952977,0.3602141626248965,3.7131433333333312,6.293756666666665,3.5151199999999996,4.23898,2.580613333333334,-0.19802333333333166,0.5258366666666685,0.0025350050445025066,2.1542241926779806e-05,0.0013978253153957816,0.00018582883355806241,+,+,+,+,0.009533329742254841,0.7774077044036112,0.41307413763361733,+,,
BDBJPGFE_01026 hypothetical protein,-17.68704,-18.93217,-17.48516,-15.16569,-14.81682,-14.97523,-16.10874,-15.50985,-16.32669,-16.83398,-16.64575,-16.44983,-16.74655,-16.20553,-14.53776,0.0003773158332111657,0.003179585907194971,0.0015891930233461686,0.0009832757551885142,0.0017292312349732016,-18.034789999999997,-14.985913333333334,-15.98176,-16.64318666666667,-15.829946666666665,0.6398734416012796,0.14262577942137786,0.3453499063269018,0.1568390547309219,0.9400302995944091,3.048876666666663,2.053029999999998,1.3916033333333289,2.204843333333333,-0.9958466666666652,-1.6572733333333343,-0.8440333333333303,0.0027662462521476873,0.016223781904407663,0.04044903306091077,0.051795407855651114,+,+,+,,0.01961772902573086,0.00038060013369501907,0.2776610653271621,+,+,
BDBJPGFE_01038 DNA polymerase I,-20.66903,-17.73645,-19.66411,-13.77395,-13.82439,-14.91781,-13.25792,-13.94082,-13.39587,-16.94692,-15.65752,-15.30357,-15.51843,-15.25798,-16.84902,0.00015094601195635656,0.00558943408667194,0.008684950933852157,0.0015686440025884218,0.0016758977549986356,-19.35653,-14.172049999999999,-13.531536666666668,-15.969336666666665,-15.875143333333332,1.2168156410346904,0.5277338543874808,0.2948357574801416,0.7061973429730681,0.6967952219666516,5.184480000000001,5.824993333333332,3.387193333333334,3.4813866666666673,0.640513333333331,-1.7972866666666665,-1.7030933333333333,0.0052312661193791524,0.0027623310441378733,0.027156718152647676,0.024644829029771182,+,+,+,+,0.20838286497002262,0.04487259376589697,0.05108541522507255,,+,
BDBJPGFE_01044 Iron deficiency-induced protein A,-9.617987,-10.3666,-10.63249,-7.193738,-6.879668,-6.464585,-7.874952,-7.443717,-7.982678,-9.125504,-10.17601,-9.796677,-9.158509,-9.056038,-9.298935,0.08580216897473175,0.8968700922646823,0.47209673605716546,0.12104986350299561,0.17472191951843802,-10.205692333333333,-6.845997,-7.767115666666666,-9.699397,-9.171160666666667,0.4295133231510085,0.29862610572754694,0.23286798258574642,0.4343487560390462,0.09956500943046691,3.3596953333333337,2.438576666666667,0.506295333333334,1.0345316666666662,-0.9211186666666666,-2.8533999999999997,-2.3251636666666675,0.0008147139258198581,0.002124699034739106,0.3061852149412753,0.029425070026730792,+,+,,+,0.02629566585537642,0.0015644646368456053,0.00047453179030936655,+,+,+
BDBJPGFE_01049 Monocarboxylate 2-oxoacid-binding periplasmic protein,-9.35006,-9.969707,-10.16839,-6.964015,-6.353035,-6.273194,-6.940434,-6.701807,-7.09009,-8.906716,-9.439316,-9.101342,-8.938808,-8.546754,-8.488378,0.11137247235469348,1.116425207341948,0.8547018086261463,0.1772608315028825,0.24936193890865666,-9.829385666666667,-6.5300813333333325,-6.9107769999999995,-9.149124666666667,-8.65798,0.34850495421283356,0.30856384171441,0.15989699863558013,0.22004253744118565,0.2000003558863497,3.2993043333333345,2.9186086666666675,0.6802609999999998,1.1714056666666668,-0.380695666666667,-2.6190433333333347,-2.1278986666666677,0.0005568136504194649,0.0004222553128126866,0.07988920874092355,0.0145787756448048,+,+,,+,0.1962676681829776,0.0006141755166292772,0.001214166811314709,,+,+
BDBJPGFE_01051 Cytosol non-specific dipeptidase,-19.2271,-19.73654,-20.2364,-14.36472,-14.67951,-15.55066,-14.59132,-12.95112,-12.84262,-15.84653,-15.56844,-16.27488,-15.44443,-16.03366,-15.8819,0.00011624881211882472,0.003457642926951446,0.00911579005481267,0.00164973920280586,0.0017818972320217752,-19.733346666666666,-14.864963333333334,-13.461686666666665,-15.896616666666667,-15.786663333333335,0.41205118657219697,0.501602847568561,0.7999986097210141,0.2905694111376637,0.24980060746301028,4.868383333333332,6.271660000000001,3.8367299999999993,3.946683333333331,1.4032766666666685,-1.0316533333333329,-0.9217000000000013,0.0004473158279798483,0.0005943862026588892,0.000422726080576029,0.00031736521738152745,+,+,+,+,0.10345358082820301,0.06557712698009215,0.08059228401214766,,,
BDBJPGFE_01052 putative protein,-20.71953,-15.17054,-15.08364,-11.12532,-9.977391,-10.81792,-10.72886,-11.4545,-16.81451,-16.33552,-18.40879,-15.3051,-16.10905,-14.86201,-14.70278,0.0007777605040435934,0.06464836096437873,0.012559998310326085,0.0009564211744122972,0.0026307317257141315,-16.99123666666667,-10.640210333333334,-12.99929,-16.683136666666666,-15.224613333333332,2.6365401933889703,0.4851946629826927,2.713984289895577,1.2906977219662585,0.6287605327061239,6.351026333333335,3.991946666666669,0.30810000000000315,1.766623333333337,-2.3590796666666662,-6.042926333333332,-4.584402999999998,0.028559104229250183,0.2099720821084614,0.8891853196095261,0.4088224420367101,+,,,,0.2928615346389855,0.0034463460876585188,0.0012258449599261124,,+,+
BDBJPGFE_01069 Beta-ketoacyl-[acyl-carrier-protein] synthase FabY,-21.39113,-19.70015,-18.88302,-14.04353,-15.74034,-14.51669,-14.1695,-14.43035,-15.0967,-14.88367,-16.45248,-16.5402,-14.87493,-14.28841,-15.26265,9.720681097225016e-05,0.0037009583211242516,0.004241391623121281,0.0015801607253803428,0.0035098615770134314,-19.991433333333333,-14.766853333333335,-14.565516666666667,-15.958783333333335,-14.808663333333334,1.0444419333575021,0.7149486294055597,0.39040788997605536,0.7610629449365902,0.4004824987714472,5.224579999999998,5.425916666666666,4.0326499999999985,5.18277,0.20133666666666805,-1.1919299999999993,-0.041809999999998126,0.004292351165225888,0.0023363933756228488,0.011573290178122506,0.002804998579518349,+,+,+,+,0.7443119200989515,0.18176644722600704,0.9459431733219038,,,
BDBJPGFE_01090 Delta-aminolevulinic acid dehydratase,-19.54287,-20.35538,-19.50845,-13.21566,-13.2267,-13.16033,-14.03457,-14.33062,-14.1369,-15.16657,-16.78381,-15.53807,-16.2653,-15.29091,-16.13492,0.00011082852946376647,0.010957566697316293,0.005589390732471172,0.0017283211386409682,0.001650649870987353,-19.802233333333334,-13.200896666666667,-14.167363333333332,-15.829483333333334,-15.897043333333334,0.3913860926104668,0.029036887268131965,0.12276647651356402,0.6916442257564374,0.43189346636513143,6.601336666666667,5.634870000000001,3.9727499999999996,3.9051899999999993,-0.9664666666666655,-2.628586666666667,-2.6961466666666674,1.8520534574606582e-05,4.138638289515237e-05,0.0021121835111667536,0.0006921078936148148,+,+,+,+,0.0004117862509565141,0.005807420607931586,0.0009164683083307598,+,+,+
BDBJPGFE_01091 Glyoxalase ElbB,-19.69596,-19.07747,-19.12684,-13.77671,-12.80986,-13.95945,-13.58025,-12.89647,-15.18753,-16.69473,-15.93996,-17.39052,-14.48412,-14.51571,-15.5618,0.00015696823547157253,0.008811650182143213,0.00678322351335056,0.0009617838740725989,0.003401570053338705,-19.30009,-13.51534,-13.888083333333334,-16.67507,-14.853876666666666,0.2806470403668389,0.5043973299559252,0.9603159208417938,0.5923517902395499,0.5007434915092642,5.784750000000001,5.412006666666667,2.6250199999999992,4.4462133333333345,-0.3727433333333341,-3.1597300000000015,-1.3385366666666663,0.0001438902657128038,0.0015688377462415328,0.004791874469060564,0.0003945541913396066,+,+,+,+,0.6524121416234903,0.004553966830927398,0.056193007330342964,,+,
BDBJPGFE_01100 ATP-dependent protease ATPase subunit HslU,-17.13225,-20.99374,-18.77655,-13.29472,-13.65165,-13.56536,-13.04303,-14.63243,-14.11477,-12.39978,-12.62926,-12.36244,-15.59583,-11.7888,-15.79257,0.00019766388581900899,0.008881739278581617,0.0065886262882995485,0.01781509134505935,0.004683793487399301,-18.967513333333333,-13.50391,-13.930076666666666,-12.463826666666668,-14.3924,1.5822192222810199,0.15205664098179564,0.661882069321181,0.11796810228004706,1.8427744258590084,5.463603333333333,5.037436666666666,6.503686666666665,4.5751133333333325,-0.426166666666667,1.0400833333333317,-0.8884900000000009,0.008272937494522473,0.014217052570487354,0.004402920839085869,0.05616123289894973,+,+,+,,0.4249747593406566,0.001574341937898731,0.5340802785294719,,+,
BDBJPGFE_01103 Arginine--tRNA ligase,-15.44927,-15.12733,-15.13569,-11.34526,-11.54176,-11.65357,-10.97674,-11.78605,-11.91633,-14.6951,-18.09822,-15.30188,-15.65385,-15.26836,-15.9684,0.002622975888834248,0.03529084873773934,0.0340680554598234,0.0015022462379737638,0.0019860117166632324,-15.237429999999998,-11.513530000000001,-11.559706666666665,-16.031733333333335,-15.630203333333334,0.1498323765635006,0.12744008709978213,0.4156367167237383,1.4820753129161681,0.2862788547708147,3.723899999999997,3.677723333333333,-0.7943033333333371,-0.3927733333333361,-0.04617666666666409,-4.518203333333334,-4.116673333333333,1.1568699281294108e-05,0.00029794889755694665,0.4927556530490393,0.16072332396053393,+,+,,,0.8878654297707114,0.012691026630774071,4.940333203423519e-05,,+,+
