Fasta headers,P,P,P,PhAc,PhAc,PhAc,DBP,DBP,DBP,DEHP,DEHP,DEHP,ATBC,ATBC,ATBC,P_relabun,PhAc_relabun,DBP_relabun,DEHP_relabun,ATBC_relabun,P,PhAc,DBP,DEHP,ATBC,P_sd,PhAc_sd,DBP_sd,DEHP_sd,ATBC_sd,P_PhAc_fc,P_DBP_fc,P_DEHP_fc,P_ATBC_fc,PhAc_DBP_fc,PhAc_DEHP_fc,PhAc_ATBC_fc,P_PhAc_ttest,P_DBP_ttest,P_DEHP_ttest,P_ATBC_ttest,P_PhAc_ttest_sig,P_DBP_ttest_sig,P_DEHP_ttest_sig,P_ATBC_ttest_sig,PhAc_DBP_ttest,PhAc_DEHP_ttest,PhAc_ATBC_ttest,PhAc_DBP_ttest_sig,PhAc_DEHP_ttest_sig,PhAc_ATBC_ttest_sig
BDBJPGFE_01779 Inner membrane protein YhcB,28.96925,28.87859,28.43229,28.25471,28.31691,28.19098,28.08324,27.94698,28.40207,28.38299,27.69432,28.19094,27.64911,28.21331,28.19164,0.02758790604846469,0.021742776408841844,0.015947559654873572,0.01705137827861714,0.016568719452500224,28.760043333333332,28.254199999999997,28.144096666666666,28.089416666666665,28.018019999999996,0.23469340927166168,0.05141197201690166,0.19070811455088973,0.29016872405933397,0.26100873331493435,-0.5058433333333348,-0.615946666666666,-0.6706266666666671,-0.7420233333333357,-0.11010333333333122,-0.1647833333333324,-0.23618000000000094,0.040839694974302204,0.0449913761810851,0.06389372562171847,0.040353356993630254,+,+,,+,0.4745930347872794,0.4733080136292914,0.27761688981858923,,,
BDBJPGFE_01780 Cell division protein ZapE,26.10969,26.07083,26.13708,24.62974,24.29346,25.64023,24.47976,25.41658,24.7504,23.69783,25.02162,24.01756,24.31536,24.35839,25.52882,0.004382601144973209,0.002060137936556715,0.0016625684853938862,0.001187617112517416,0.001701208773172907,26.105866666666667,24.854476666666667,24.882246666666664,24.24567,24.734189999999998,0.027181231678412913,0.5723211716238429,0.3936543202128265,0.5639920922022454,0.5621628013900127,-1.2513900000000007,-1.223620000000004,-1.860196666666667,-1.3716766666666693,0.027769999999996742,-0.6088066666666663,-0.12028666666666865,0.03661981066281054,0.01182454249549989,0.009596387421499883,0.026134258879498058,+,+,+,+,0.9576252102672227,0.34428305917611235,0.8424372859916167,,,
BDBJPGFE_01781 50S ribosomal protein L13,31.56384,31.67409,31.62436,30.53834,30.33053,30.32335,30.69735,30.80263,30.66543,30.82677,31.11309,31.01478,30.20326,30.89005,30.79823,0.20039240963346866,0.09604715238830468,0.09520532985874341,0.12687638726347228,0.10132761047863688,31.620763333333333,30.39740666666667,30.721803333333337,30.98488,30.630513333333337,0.04508116852473523,0.09969801547116669,0.05861987224672389,0.11878634349116048,0.3044303820069354,-1.223356666666664,-0.8989599999999953,-0.6358833333333322,-0.9902499999999961,0.32439666666666866,0.5874733333333317,0.2331066666666679,9.348032090062995e-05,6.716593146620538e-05,0.0021029648620035555,0.01041345292766133,+,+,+,+,0.016584497471729506,0.005856873975195134,0.361587385591326,+,+,
BDBJPGFE_01782 30S ribosomal protein S9,30.32956,30.60426,30.32924,30.2007,30.12817,29.60664,30.35762,30.48481,30.41609,30.23979,30.56447,30.69345,30.52785,30.36056,30.4004,0.08724138208306907,0.07184259729092576,0.07720775025907035,0.09061239162279179,0.08815518572731086,30.42102,29.978503333333332,30.419506666666667,30.499236666666665,30.429603333333333,0.12957031244334757,0.2646090250833409,0.05198127376490664,0.1908636332277284,0.07134943136112303,-0.4425166666666662,-0.0015133333333317012,0.07821666666666616,0.008583333333334053,0.4410033333333345,0.5207333333333324,0.4511000000000003,0.10087879750639621,0.9885031755761972,0.6566225087507773,0.9385378473731574,,,,,0.08178428110493838,0.08695242551325141,0.08044713383764121,,,
BDBJPGFE_01783 Ubiquinol-cytochrome c reductase iron-sulfur subunit,29.7491,29.88349,29.82379,29.0185,28.87411,28.71761,29.67993,30.03983,29.73968,29.20109,29.49728,29.44551,29.26676,29.30758,29.59128,0.05746908019654198,0.03332048749251341,0.05094894743886454,0.04174967667890719,0.04284070154044744,29.818793333333332,28.870073333333334,29.819813333333332,29.381293333333332,29.388540000000003,0.05497813524989319,0.122870986630512,0.15747595760058775,0.12916388616362065,0.14432416937805886,-0.948719999999998,0.001020000000000465,-0.4375,-0.4302533333333294,0.9497399999999985,0.511219999999998,0.5184666666666686,0.0005691854222574068,0.9935139368847286,0.011622946194822167,0.01696236789273044,+,,+,+,0.00254722261429035,0.015406011608494993,0.018018592689424347,+,+,+
BDBJPGFE_01784 Cytochrome b,26.35979,25.66224,25.77774,24.79938,27.4512,27.07521,27.67459,27.30478,27.11506,27.40145,26.98587,27.44861,27.76446,24.87536,27.28815,0.003888402022093837,0.006191093594925212,0.009291922384941717,0.00972058486389472,0.006386506023274888,25.933256666666665,26.44193,27.364810000000002,27.278643333333335,26.642656666666667,0.3052682709064636,1.1715573671826744,0.23233762200728425,0.2079153432422815,1.2647057457588922,0.5086733333333342,1.431553333333337,1.3453866666666698,0.7094000000000023,0.9228800000000028,0.8367133333333356,0.20072666666666805,0.5843604120907917,0.006181353442889805,0.006737832937089669,0.4836604164509296,,+,+,,0.33590342090351655,0.37627892364771476,0.8771960801940784,,,
BDBJPGFE_01786 Stringent starvation protein A,28.87414,28.85525,28.74076,29.21702,27.90495,28.55775,28.49637,28.44624,28.58799,28.28828,28.22108,28.19183,28.14521,28.24354,26.67533,0.028826105929898965,0.02687459179517133,0.02055428245339476,0.018845259899142455,0.01318108172295396,28.823383333333336,28.559906666666667,28.5102,28.233729999999998,27.68802666666667,0.05893029460491595,0.5356525052888516,0.0586896771161684,0.040378769173911436,0.7172089891764852,-0.26347666666666925,-0.3131833333333347,-0.589653333333338,-1.1353566666666666,-0.049706666666665456,-0.3261766666666688,-0.8718799999999973,0.5273190016793499,0.005984035070280416,0.00030792080753135525,0.0894905699162042,,+,+,,0.9025053385315173,0.4389056824218821,0.24042922306467657,,,
BDBJPGFE_01787 Stringent starvation protein B,25.7038,26.05883,25.82367,25.08027,24.27103,25.22797,25.50009,23.5779,24.34311,24.95402,24.61363,24.53612,25.58661,24.07901,23.93236,0.003701270870242791,0.002067691478492646,0.0012525490523891188,0.0016286272574239594,0.0014794184777679074,25.862099999999998,24.859756666666666,24.473699999999997,24.701256666666666,24.532660000000003,0.1474657562509568,0.4206369285843655,0.7901450964221701,0.18151019628537526,0.7476561185910721,-1.0023433333333323,-1.3884000000000007,-1.1608433333333323,-1.3294399999999946,-0.3860566666666685,-0.15850000000000009,-0.3270966666666624,0.033529195861442436,0.07099376367693336,0.0021690142205410003,0.06915853568050946,+,,+,,0.574859307663482,0.6502610607522696,0.6183411676847004,,,
BDBJPGFE_01788 hypothetical protein,29.88298,29.73788,29.58395,29.99456,29.18329,29.59122,29.80028,29.9157,29.93523,30.38402,29.97869,30.03052,29.52623,30.08816,30.22309,0.054223915439009174,0.05487032704440964,0.05325716657063344,0.07020376278912188,0.06304005405599905,29.73493666666667,29.58969,29.883736666666668,30.13107666666667,29.945826666666665,0.12209622607690239,0.3312013575857846,0.05954895259830822,0.18010521856835662,0.30176983307738825,-0.14524666666666874,0.14879999999999782,0.39613999999999905,0.21088999999999558,0.29404666666666657,0.5413866666666678,0.3561366666666643,0.591844246768074,0.19628418430329936,0.0616723339964687,0.4114168011896318,,,,,0.2841639117381677,0.1121051516917367,0.3238773512993322,,,
BDBJPGFE_01791 Penicillin-binding protein activator LpoA,28.85067,28.97199,28.93098,29.38848,29.13347,29.27802,28.94718,29.19042,29.01281,29.21824,29.22173,28.85109,28.81943,29.19617,29.35439,0.03077742696479594,0.04386264589862891,0.02988404988216746,0.03428296033646189,0.035646788459561804,28.91788,29.266656666666666,29.050136666666663,29.09702,29.12333,0.05038745280325286,0.10441701340724645,0.10275013198153166,0.17390460737619057,0.22438775902441652,0.34877666666666585,0.13225666666666314,0.1791400000000003,0.20544999999999902,-0.2165200000000027,-0.16963666666666555,-0.14332666666666682,0.013112468456656791,0.17751631558594655,0.23431144060162687,0.27506707234637556,+,,,,0.10480404184007425,0.30242650666237314,0.4587796524150066,,,
BDBJPGFE_01793 Ribosomal RNA small subunit methyltransferase H,24.90307,25.44894,25.44,26.04694,24.40549,24.50204,25.06969,25.21158,24.4977,25.02791,23.69838,24.98007,25.34453,25.44202,24.8581,0.002445151834299377,0.0022549377439040957,0.0017141465257944832,0.0014857449252193295,0.0023738907366960254,25.264003333333335,24.984823333333335,24.926323333333332,24.568786666666668,25.214883333333333,0.25524450269409493,0.7520635327033357,0.30856837646712354,0.6157802586601452,0.2554040396878809,-0.2791800000000002,-0.3376800000000024,-0.695216666666667,-0.04912000000000205,-0.05850000000000222,-0.41603666666666683,0.23005999999999815,0.6451806146245392,0.29896207245823897,0.21424738892337072,0.8568147469242119,,,,,0.9238347448882072,0.5776344835940697,0.7030595194691311,,,
"BDBJPGFE_01796 UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase",26.10488,26.46697,26.6363,26.65554,26.63423,26.29877,27.72175,28.31324,28.13585,26.34555,27.43173,26.73802,27.40916,27.19995,26.46371,0.005383846908353281,0.0065785863569581505,0.015012722991909462,0.007164336596210719,0.008320346055531332,26.402716666666663,26.52951333333333,28.056946666666665,26.83843333333333,27.024273333333337,0.2216576522979112,0.16339194887005654,0.24783651470722054,0.44907970802025393,0.4054755595045848,0.12679666666666733,1.6542300000000019,0.43571666666666786,0.6215566666666739,1.5274333333333345,0.3089200000000005,0.49476000000000653,0.5504433152141908,0.002150456307409797,0.2859522333203899,0.12991054919639017,,+,,,0.0018949529381770821,0.41233295249084606,0.18472811889320273,+,,
BDBJPGFE_01798 Phospho-N-acetylmuramoyl-pentapeptide-transferase,23.53742,23.91068,23.95082,24.4224,25.11122,25.05441,24.52235,25.18905,24.51378,24.95488,24.87775,24.43822,25.92651,24.31334,24.52815,0.000886111849921274,0.002071880702930508,0.001508269014281134,0.0016927275512780215,0.001938629173161516,23.79964,24.86267666666667,24.741726666666665,24.75695,24.922666666666668,0.1861402718382022,0.3121853097476278,0.3163247114736523,0.2275651831893437,0.7152211371006563,1.0630366666666689,0.9420866666666647,0.9573099999999997,1.123026666666668,-0.12095000000000411,-0.10572666666666919,0.0599899999999991,0.014421284483187474,0.022159876819414386,0.009993556515015847,0.0980932456900908,+,+,+,,0.7199218845427606,0.7184409672308969,0.9186647502326363,,,
BDBJPGFE_01799 UDP-N-acetylmuramoylalanine--D-glutamate ligase,25.88721,25.96556,25.74988,24.19469,24.81528,23.95984,24.58669,25.69426,23.57854,25.62758,24.56354,24.48094,24.88689,24.56974,24.49398,0.0037152794271125738,0.001425565442483894,0.0013860671027653404,0.0018571449903311118,0.0016050002626536424,25.867549999999998,24.323269999999997,24.619830000000004,24.890686666666667,24.650203333333337,0.08914165618085959,0.3608730254073682,0.8640568940758472,0.5221522948548836,0.17019660794374164,-1.5442800000000005,-1.247719999999994,-0.9768633333333305,-1.2173466666666606,0.2965600000000066,0.56741666666667,0.32693333333333996,0.004192807143576112,0.11203681949756071,0.059542865974888996,0.0008581639567217477,+,,,+,0.6774198081241081,0.2747901324119784,0.31100621400074246,,,
BDBJPGFE_01801 UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,26.27224,26.48195,25.88846,26.16705,24.81763,25.36021,26.09851,26.03519,23.75926,25.95323,25.9822,25.79647,24.99442,25.53786,26.41664,0.004724420527995229,0.003109237747283724,0.0022173252933959924,0.003766000313074923,0.003208747351736644,26.21421666666667,25.448296666666664,25.297653333333333,25.910633333333333,25.64964,0.24574054804927106,0.5544084112717702,1.0881154631236927,0.08158743871182371,0.5859741225230569,-0.7659200000000048,-0.9165633333333361,-0.30358333333333576,-0.5645766666666674,-0.15064333333333124,0.46233666666666906,0.20134333333333743,0.148615575491281,0.3098492578279625,0.17263751204469352,0.2772936998450326,,,,,0.8699848314601027,0.30811344873684215,0.7419191453103131,,,
BDBJPGFE_01802 UDP-N-acetylmuramate--L-alanine ligase,28.09331,28.79501,27.69677,25.08209,24.47317,26.05977,24.23363,24.38097,24.32258,24.99593,24.46656,24.22302,24.87586,25.1615,24.45036,0.018648022178624487,0.0026267415711901288,0.0011200479037398263,0.0014786047501245635,0.0018170652160838221,28.195030000000003,25.20501,24.312393333333333,24.561836666666668,24.82924,0.4540873581151542,0.653532393892351,0.06058104782483979,0.3226512042782765,0.2921872609589041,-2.9900200000000012,-3.88263666666667,-3.6331933333333346,-3.365790000000004,-0.8926166666666688,-0.6431733333333334,-0.3757700000000028,0.006031756277140153,0.00027770039092268585,0.0007677358496512111,0.0009138088577132163,+,+,+,+,0.12678388020022177,0.2801019489767249,0.499110162006395,,,
BDBJPGFE_01803 D-alanine--D-alanine ligase,27.3026,27.05321,27.47537,26.61274,26.82566,24.83185,26.43293,26.64787,26.51147,27.1205,27.50491,26.77869,23.99166,26.88821,26.57092,0.009869525464558356,0.0048512199884821,0.0052123131791187985,0.008797537670718005,0.0036032536166995754,27.277060000000002,26.090083333333336,26.530756666666665,27.1347,25.81693,0.17328970944634955,0.8939414866881512,0.08880233680609077,0.2966480542101467,1.2971445989043273,-1.1869766666666663,-0.7463033333333371,-0.1423600000000036,-1.460130000000003,0.44067333333332925,1.0446166666666628,-0.2731533333333367,0.13903666081934826,0.005615871744755676,0.589338251762791,0.18972884913181587,,+,,,0.5260314661374517,0.19184677613744916,0.8183574707455594,,,
BDBJPGFE_01805 Cell division protein FtsA,29.20193,29.43667,29.32918,29.76199,29.97473,30.00959,29.29642,29.30088,29.45168,29.30665,29.32163,29.45046,29.15352,29.39891,29.46032,0.04074395301743394,0.06876968996135048,0.036779427124368776,0.04112602658258852,0.04135395862383795,29.322593333333334,29.91543666666667,29.34966,29.359580000000005,29.33758333333333,0.09594531440125387,0.10943251964363915,0.07216200847167864,0.06455220574594356,0.13254503645511903,0.5928433333333345,0.02706666666666635,0.03698666666667094,0.014989999999997394,-0.5657766666666681,-0.5558566666666636,-0.5778533333333371,0.004504583852397528,0.7658019697318796,0.6744777327871493,0.9031701820541491,+,,,,0.003645269533306982,0.003468117548697659,0.008941579271939781,+,+,+
BDBJPGFE_01806 Cell division protein FtsZ,29.87374,30.1575,30.0033,27.08993,26.39521,24.84029,27.96922,27.79879,28.05165,27.65287,27.65301,27.42534,27.28215,27.47985,27.6727,0.06568235972463736,0.004913465535137598,0.013842702965394919,0.011954427369560523,0.01139716843060594,30.01151333333333,26.108476666666665,27.939886666666666,27.577073333333335,27.478233333333332,0.11599002409211165,0.9405253977550111,0.10529285583024497,0.1072916841553387,0.15944546786353603,-3.903036666666665,-2.0716266666666634,-2.434439999999995,-2.5332799999999978,1.8314100000000018,1.46859666666667,1.3697566666666674,0.0043272564475009155,4.812504435579409e-05,2.6247688278001583e-05,5.3952873417085436e-05,+,+,+,+,0.0520827612521282,0.09327329576295412,0.11212969608014822,,,
BDBJPGFE_01807 UDP-3-O-acyl-N-acetylglucosamine deacetylase,25.03934,25.08922,25.04226,24.1721,24.44698,24.62664,24.88346,25.46274,23.92819,24.81551,25.30554,24.55663,24.39696,25.2312,23.55758,0.0021182321625521387,0.0015194026785037252,0.001525515780137687,0.0018595580514849577,0.0013450099698633438,25.056939999999997,24.415239999999997,24.758129999999998,24.89256,24.39524666666667,0.022856514753275645,0.18691749267167684,0.6327145919501669,0.3105576424219298,0.6832535779798171,-0.6417000000000002,-0.2988099999999996,-0.16437999999999775,-0.6616933333333286,0.3428900000000006,0.4773200000000024,-0.019993333333328422,0.0085280370785234,0.5410181081986823,0.49683374690659765,0.24288880819574896,+,,,,0.5031009909876905,0.13603546008087788,0.9700729821290832,,,
BDBJPGFE_01810 Protein translocase subunit SecA,31.42432,31.32195,31.13057,30.21928,30.5581,30.26919,30.92103,30.70041,30.83711,30.94775,30.78269,30.71227,30.61763,30.81856,30.78683,0.15958715447835503,0.09286872585002198,0.10187694339453487,0.11272287111199791,0.10939301919937557,31.29228,30.348856666666666,30.81951666666667,30.81423666666667,30.741006666666664,0.12174426009741471,0.14935378900077767,0.09092282490600827,0.09868840436219191,0.08819693733659757,-0.9434233333333353,-0.472763333333333,-0.47804333333333204,-0.551273333333338,0.4706600000000023,0.46538000000000324,0.39214999999999733,0.00228336124172712,0.011690535092333648,0.012508581851098828,0.006579554825300952,+,+,+,+,0.01899378047086609,0.021269011070139912,0.032984004508452756,+,+,+
BDBJPGFE_01811 Arginine biosynthesis bifunctional protein ArgJ,27.25908,27.03643,27.21928,26.77329,25.35906,26.09177,23.50941,23.51211,25.22063,23.52115,24.66743,24.97773,24.96503,24.74869,24.07309,0.009173786848224934,0.004799788834761029,0.0009538826984313269,0.001311456346589409,0.0015453927484642262,27.17159666666667,26.074706666666668,24.080716666666664,24.388770000000005,24.595603333333333,0.09694854591769651,0.5774830394238624,0.8060412016488709,0.6264422669860868,0.37988233839206276,-1.096890000000002,-3.0908800000000056,-2.782826666666665,-2.5759933333333365,-1.9939900000000037,-1.685936666666663,-1.4791033333333345,0.0570335352427189,0.005752488917673547,0.0034246236691875863,0.0007462834050267407,,+,+,+,0.0466813719078786,0.04889023558102339,0.038927034843943484,+,+,+
BDBJPGFE_01812 8-oxo-dGTP diphosphatase,28.59356,28.48004,27.39893,27.4574,27.93388,26.44766,26.66248,26.85448,27.32449,25.9237,26.93865,26.97115,25.57219,26.10496,27.28586,0.01816929731500231,0.011064841931284854,0.0069562852996387274,0.006120147626773804,0.005110177960346156,28.157510000000002,27.279646666666665,26.947149999999997,26.611166666666666,26.321003333333334,0.5383953998689065,0.6196287370855407,0.2780948359822608,0.48629337909903275,0.7160876383205871,-0.8778633333333374,-1.210360000000005,-1.5463433333333363,-1.8365066666666685,-0.33249666666666755,-0.6684799999999989,-0.9586433333333311,0.2049694935135593,0.0475996980179649,0.03938421741968972,0.04416342842020143,,+,+,+,0.5268145433402842,0.29627557540200256,0.22549685840405853,,,
BDBJPGFE_01813 (R)-stereoselective amidase,26.80809,26.51608,26.34299,24.2916,25.2277,24.07755,24.48323,25.11076,24.96551,25.39675,24.46153,24.25452,25.41858,24.1682,24.91501,0.0059862009957060945,0.0016478073731944739,0.0016293920453150372,0.0016320287285177533,0.0018229818530846613,26.555719999999997,24.532283333333336,24.853166666666667,24.704266666666665,24.83393,0.19193401591866577,0.49943808814395485,0.26822160444097126,0.4968991582694516,0.5136750015979623,-2.0234366666666617,-1.7025533333333307,-1.8514533333333318,-1.7217899999999986,0.32088333333333097,0.17198333333332982,0.30164666666666307,0.005892574791030421,0.0018721224237201368,0.007955387234947622,0.011329922671800354,+,+,+,+,0.46827743303816055,0.7473115885768833,0.5836111768600012,,,
BDBJPGFE_01815 Lipoprotein-releasing system transmembrane protein LolE,27.79551,27.44308,27.1946,27.79767,28.08897,25.14577,28.00362,27.26338,26.65881,27.91285,27.82487,27.48408,27.62951,27.58241,27.74452,0.011342373938919672,0.009183649635635569,0.008936874945924355,0.01338921790199549,0.012857309443784604,27.477729999999998,27.01080333333333,27.308603333333334,27.7406,27.652146666666667,0.24654096873880113,1.324128876742073,0.5499468740604768,0.18490899184914397,0.06808928958034201,-0.4669266666666658,-0.16912666666666354,0.26287000000000305,0.17441666666666933,0.2978000000000023,0.7297966666666689,0.6413433333333352,0.649620683688627,0.7117323725692137,0.2941695644011311,0.3894630209003962,,,,,0.7835720211898708,0.4832151948634717,0.5315041716711986,,,
BDBJPGFE_01816 Lipoprotein-releasing system ATP-binding protein LolD,26.68003,27.00346,26.89423,28.00233,28.0575,27.98777,27.51066,27.45584,27.39926,27.64224,27.58305,28.08982,24.95298,27.94927,27.77121,0.0073878814708747366,0.018431875044186783,0.009893084755100428,0.01368101269260328,0.007586968424101887,26.85924,28.015866666666668,27.45525333333333,27.771703333333335,26.89115333333333,0.1343377988505105,0.030033306326291972,0.0454807514840679,0.2262366375182308,1.3724220059037555,1.1566266666666678,0.5960133333333317,0.912463333333335,0.031913333333331906,-0.5606133333333361,-0.24416333333333284,-1.124713333333336,0.00028723888354706027,0.004020538539175322,0.008018710456182044,0.9754589453395617,+,+,+,,0.00012987814831586788,0.20482983323596224,0.3110475705756017,+,,
BDBJPGFE_01819 Lipid A export ATP-binding/permease protein MsbA,27.03946,26.87748,26.68966,25.85843,24.92355,25.67153,27.04687,27.05476,26.91148,24.82625,26.91616,26.85174,24.03606,26.9457,26.8649,0.0074373434030701405,0.003188256283428618,0.00723772906559762,0.004596226154163028,0.003948369114186986,26.868866666666666,25.484503333333333,27.004369999999998,26.198050000000006,25.948886666666663,0.142935071817785,0.40392605274838245,0.06576208177970001,0.9703655373449046,1.3529748833671014,-1.384363333333333,0.13550333333333242,-0.67081666666666,-0.9199800000000025,1.5198666666666654,0.713546666666673,0.4643833333333305,0.010266654457803406,0.2901684124404096,0.3882087648405876,0.39307531185356925,+,,,,0.006287952137382601,0.391388488816853,0.6660404433457152,+,,
BDBJPGFE_01825 Ribonuclease G,31.53436,31.56955,31.40512,31.13388,31.03885,30.99591,31.41392,31.20932,31.14777,31.10243,31.3854,31.313,31.14819,31.21992,31.29192,0.18468600289427675,0.1516369572951426,0.1379661406132473,0.1542731431364195,0.15246985251114584,31.50301,31.056213333333332,31.257003333333333,31.266943333333334,31.220010000000002,0.07069381443945404,0.05764861509370672,0.11376651772624276,0.12002476864751331,0.05867756129901847,-0.4467966666666676,-0.24600666666666626,-0.23606666666666598,-0.2829999999999977,0.20079000000000136,0.21073000000000164,0.16379666666666992,0.0022800544124581294,0.06021021614897091,0.07462511325384603,0.0120976219726308,+,,,+,0.08996429899070425,0.08880078601335652,0.04802043716503543,,,+
BDBJPGFE_01828 Putative signal peptide peptidase SppA,28.06599,27.94999,28.23229,28.64702,28.58402,28.47247,28.20116,28.54156,28.51679,28.40718,27.90862,28.04166,28.33662,27.95732,28.2369,0.017251828650968,0.027022718941213972,0.019306353167346448,0.017406486508151367,0.01849824972756409,28.082756666666665,28.567836666666665,28.41983666666667,28.119153333333333,28.176946666666666,0.11585670267859126,0.07217271337254495,0.15495806235523443,0.2107833499644182,0.16054682418396074,0.48507999999999996,0.3370800000000038,0.03639666666666841,0.0941900000000011,-0.14799999999999613,-0.44868333333333155,-0.39088999999999885,0.00735538785250207,0.06940530626690744,0.8410123424969416,0.5379417188790919,+,,,,0.2879745438061715,0.0464880189603032,0.034830783579438966,,+,+
BDBJPGFE_01831 50S ribosomal protein L32,28.29185,28.24563,27.31259,26.65622,24.23956,24.49251,25.22129,26.57744,24.73296,25.94548,26.00326,24.23691,24.85636,24.70453,26.61541,0.01573542296764446,0.002492674094705002,0.002569932445901269,0.00263465937464619,0.002684159122667965,27.950023333333334,25.12943,25.510563333333334,25.39521666666667,25.3921,0.45112822488610543,1.084531144074096,0.7802930704264621,0.8193861046065044,0.8672287680883296,-2.820593333333335,-2.4394600000000004,-2.5548066666666642,-2.557923333333335,0.38113333333333443,0.2657866666666706,0.26266999999999996,0.027379720678815198,0.018655810923372537,0.018105538583762137,0.02082577204455332,+,+,+,+,0.7072690270706965,0.7958407428035438,0.8023040271878064,,,
BDBJPGFE_01833 Malonyl CoA-acyl carrier protein transacylase,27.91239,28.31445,28.11783,23.93551,27.31294,25.05296,27.31907,27.77913,27.9262,28.33526,23.99236,26.94369,27.50605,27.82214,27.83575,0.0176403920610118,0.003078158675789696,0.01151918788264492,0.005374646192031385,0.013488738578038041,28.11489,25.433803333333334,27.6748,26.42377,27.72131333333333,0.16415347209243036,1.4048818656464404,0.2586055824352344,1.810696497170817,0.15231553878562729,-2.6810866666666655,-0.44008999999999787,-1.691119999999998,-0.393576666666668,2.2409966666666676,0.9899666666666675,2.2875099999999975,0.0551908232718895,0.11197093418830197,0.258699862864352,0.06780587324099391,,,,,0.09075268152962826,0.5742837704877503,0.08392280136910792,,,
BDBJPGFE_01834 3-oxoacyl-[acyl-carrier-protein] reductase FabG,29.56296,29.37019,29.43641,29.72597,29.64394,29.44733,29.36432,29.40017,29.55311,29.69608,29.65429,29.60779,29.41977,29.62211,29.85214,0.04470736834050413,0.055484424661255916,0.03913444564130047,0.050391894351178496,0.05069284400312713,29.456519999999998,29.605746666666665,29.4392,29.65272,29.631339999999998,0.0799724006558929,0.11691623905837673,0.0818654249362945,0.03606133386329344,0.17663493218122653,0.14922666666666728,-0.017319999999998004,0.19620000000000104,0.17482000000000042,-0.1665466666666653,0.046973333333333755,0.025593333333333135,0.2105102219192531,0.840993588805832,0.03409004535423641,0.27130603261017594,,,+,,0.17424340440553865,0.6160044819754145,0.8726206822139841,,,
BDBJPGFE_01836 3-oxoacyl-[acyl-carrier-protein] synthase 2,29.37964,29.74921,29.4928,28.73725,28.65079,28.47475,28.70807,28.13163,28.03753,28.83689,28.81806,28.66648,28.09678,27.35699,28.84757,0.04738868492063969,0.028035721046717067,0.017674250152044123,0.027402009423029082,0.017542918408184296,29.54055,28.62093,28.29241,28.773809999999997,28.100446666666667,0.15460819965318917,0.10922538532777054,0.2964159568354347,0.07628210318722642,0.6085322601327089,-0.9196199999999983,-1.2481399999999994,-0.7667400000000022,-1.440103333333333,-0.32852000000000103,0.15287999999999613,-0.5204833333333347,0.0023510759749201934,0.006170685986133095,0.0032644607965460247,0.031562942431364316,+,+,+,+,0.21532556021805874,0.17994350594896397,0.2996494248553424,,,
BDBJPGFE_01848 Electron transfer flavoprotein-ubiquinone oxidoreductase,30.23192,30.0922,29.87104,29.6555,29.68534,29.82372,29.48476,29.31162,29.40072,29.59999,29.77126,29.60201,28.82211,29.55049,29.51164,0.06816569907014353,0.06012046529041972,0.03805991505946347,0.05056801069092048,0.04014412232270852,30.065053333333328,29.721519999999998,29.399033333333335,29.657753333333336,29.29474666666667,0.14857388674401018,0.07328590769490935,0.07069417011952889,0.08026557017523607,0.33458072731239213,-0.3435333333333297,-0.6660199999999925,-0.4072999999999922,-0.7703066666666594,-0.3224866666666628,-0.06376666666666253,-0.4267733333333297,0.0427031382006963,0.004609113100997883,0.027003022919264125,0.040910633987831437,+,+,+,+,0.010999350620588074,0.4533535737612429,0.1528383023976248,+,,
BDBJPGFE_01850 3-oxoacyl-[acyl-carrier-protein] synthase 1,30.70165,30.97821,30.45699,30.09283,30.17748,30.11805,30.06214,30.07227,30.16363,29.79777,29.674,29.91926,29.95449,29.94796,29.9077,0.10675827234694954,0.07976686112420807,0.061841944177594456,0.05569244734298745,0.0626432373526227,30.712283333333335,30.12945333333333,30.099346666666666,29.79701,29.936716666666666,0.21291997390777787,0.03548645406661832,0.04564292156390698,0.10012841787757766,0.020690342889592372,-0.5828300000000048,-0.6129366666666698,-0.9152733333333352,-0.7755666666666698,-0.03010666666666495,-0.3324433333333303,-0.192736666666665,0.018802726334628855,0.016391712196924476,0.00532358505901685,0.006851992130730151,+,+,+,+,0.5023190252601648,0.011460119134408912,0.002676728815070389,,+,+
BDBJPGFE_01851 3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase,29.0392,28.88681,29.00587,29.07166,29.18348,29.21628,28.58341,28.75783,28.80713,29.36294,29.10142,29.04302,28.9301,29.22858,29.07544,0.03207136946034776,0.040656222465126145,0.0237078090354434,0.036039983691909035,0.0345451243542191,28.977293333333336,29.15714,28.716123333333332,29.169126666666667,29.07804,0.06541226915155593,0.06190898050094689,0.09597653926293047,0.1391051068636785,0.12186781801060856,0.1798466666666627,-0.26117000000000345,0.19183333333333152,0.10074666666666587,-0.44101666666666617,0.01198666666666881,-0.07909999999999684,0.047633437281395144,0.03353497281151229,0.15234586671856845,0.36116920262322,+,+,,,0.005467137926938783,0.9167141913691967,0.45909467483029825,+,,
